kommune_kode,kommune_navn,indicator_id,ratio,raw_value,unit,data_year,source,category,dimension,reference
376,Guldborgsund,class_size,104.66,19.3,elever/klasse,2025,DST KVOTIEN,social,uddannelse,20.2
849,Jammerbugt,class_size,120.96,16.7,elever/klasse,2025,DST KVOTIEN,social,uddannelse,20.2
326,Kalundborg,class_size,121.69,16.6,elever/klasse,2025,DST KVOTIEN,social,uddannelse,20.2
390,Vordingborg,class_size,114.12,17.7,elever/klasse,2025,DST KVOTIEN,social,uddannelse,20.2
550,Tønder,class_size,120.24,16.8,elever/klasse,2025,DST KVOTIEN,social,uddannelse,20.2
360,Lolland,class_size,100.5,20.1,elever/klasse,2025,DST KVOTIEN,social,uddannelse,20.2
741,Samsø,class_size,150.0,12.6,elever/klasse,2025,DST KVOTIEN,social,uddannelse,20.2
482,Langeland,class_size,109.78,18.4,elever/klasse,2025,DST KVOTIEN,social,uddannelse,20.2
201,Allerød,daycare_ratio,105.45,5.5,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
153,Brøndby,daycare_ratio,109.43,5.3,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
175,Rødovre,daycare_ratio,100.0,5.8,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
155,Dragør,daycare_ratio,95.08,6.1,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
190,Furesø,daycare_ratio,103.57,5.6,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
167,Hvidovre,daycare_ratio,100.0,5.8,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
230,Rudersdal,daycare_ratio,100.0,5.8,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
746,Skanderborg,daycare_ratio,96.67,6.0,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
269,Solrød,daycare_ratio,100.0,5.8,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
265,Roskilde,daycare_ratio,96.67,6.0,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
240,Egedal,daycare_ratio,93.55,6.2,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
151,Ballerup,daycare_ratio,101.75,5.7,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
223,Hørsholm,daycare_ratio,105.45,5.5,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
185,Tårnby,daycare_ratio,100.0,5.8,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
157,Gentofte,daycare_ratio,98.31,5.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
350,Lejre,daycare_ratio,101.75,5.7,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
163,Herlev,daycare_ratio,105.45,5.5,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
173,Lyngby-Taarbæk,daycare_ratio,103.57,5.6,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
210,Fredensborg,daycare_ratio,95.08,6.1,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
183,Ishøj,daycare_ratio,98.31,5.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
710,Favrskov,daycare_ratio,103.57,5.6,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
530,Billund,daycare_ratio,98.31,5.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
840,Rebild,daycare_ratio,92.06,6.3,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
187,Vallensbæk,daycare_ratio,101.75,5.7,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
253,Greve,daycare_ratio,98.31,5.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
147,Frederiksberg,daycare_ratio,98.31,5.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
259,Køge,daycare_ratio,101.75,5.7,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
159,Gladsaxe,daycare_ratio,98.31,5.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
217,Helsingør,daycare_ratio,96.67,6.0,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
250,Frederikssund,daycare_ratio,103.57,5.6,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
661,Holstebro,daycare_ratio,96.67,6.0,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
825,Læsø,daycare_ratio,109.43,5.3,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
657,Herning,daycare_ratio,95.08,6.1,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
260,Halsnæs,daycare_ratio,109.43,5.3,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
773,Morsø,daycare_ratio,111.54,5.2,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
219,Hillerød,daycare_ratio,100.0,5.8,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
340,Sorø,daycare_ratio,100.0,5.8,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
492,Ærø,daycare_ratio,118.37,4.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
561,Esbjerg,daycare_ratio,100.0,5.8,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
740,Silkeborg,daycare_ratio,95.08,6.1,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
615,Horsens,daycare_ratio,95.08,6.1,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
563,Fanø,daycare_ratio,98.31,5.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
316,Holbæk,daycare_ratio,92.06,6.3,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
766,Hedensted,daycare_ratio,103.57,5.6,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
607,Fredericia,daycare_ratio,111.54,5.2,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
410,Middelfart,daycare_ratio,103.57,5.6,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
329,Ringsted,daycare_ratio,96.67,6.0,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
370,Næstved,daycare_ratio,98.31,5.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
851,Aalborg,daycare_ratio,98.31,5.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
810,Brønderslev,daycare_ratio,100.0,5.8,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
727,Odder,daycare_ratio,96.67,6.0,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
336,Stevns,daycare_ratio,103.57,5.6,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
751,Aarhus,daycare_ratio,100.0,5.8,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
813,Frederikshavn,daycare_ratio,96.67,6.0,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
161,Glostrup,daycare_ratio,95.08,6.1,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
270,Gribskov,daycare_ratio,105.45,5.5,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
860,Hjørring,daycare_ratio,96.67,6.0,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
165,Albertslund,daycare_ratio,100.0,5.8,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
479,Svendborg,daycare_ratio,103.57,5.6,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
791,Viborg,daycare_ratio,92.06,6.3,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
480,Nordfyns,daycare_ratio,98.31,5.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
706,Syddjurs,daycare_ratio,101.75,5.7,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
440,Kerteminde,daycare_ratio,101.75,5.7,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
630,Vejle,daycare_ratio,107.41,5.4,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
101,København,daycare_ratio,96.67,6.0,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
730,Randers,daycare_ratio,103.57,5.6,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
760,Ringkøbing-Skjern,daycare_ratio,96.67,6.0,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
430,Faaborg-Midtfyn,daycare_ratio,100.0,5.8,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
320,Faxe,daycare_ratio,96.67,6.0,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
169,Høje-Taastrup,daycare_ratio,103.57,5.6,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
573,Varde,daycare_ratio,103.57,5.6,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
621,Kolding,daycare_ratio,98.31,5.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
420,Assens,daycare_ratio,100.0,5.8,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
580,Aabenraa,daycare_ratio,103.57,5.6,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
787,Thisted,daycare_ratio,93.55,6.2,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
756,Ikast-Brande,daycare_ratio,93.55,6.2,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
461,Odense,daycare_ratio,98.31,5.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
779,Skive,daycare_ratio,101.75,5.7,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
450,Nyborg,daycare_ratio,98.31,5.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
846,Mariagerfjord,daycare_ratio,98.31,5.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
820,Vesthimmerlands,daycare_ratio,107.41,5.4,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
540,Sønderborg,daycare_ratio,103.57,5.6,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
400,Bornholm,daycare_ratio,118.37,4.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
510,Haderslev,daycare_ratio,111.54,5.2,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
671,Struer,daycare_ratio,100.0,5.8,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
665,Lemvig,daycare_ratio,103.57,5.6,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
707,Norddjurs,daycare_ratio,101.75,5.7,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
330,Slagelse,daycare_ratio,98.31,5.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
306,Odsherred,daycare_ratio,113.73,5.1,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
575,Vejen,daycare_ratio,101.75,5.7,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
376,Guldborgsund,daycare_ratio,95.08,6.1,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
849,Jammerbugt,daycare_ratio,101.75,5.7,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
326,Kalundborg,daycare_ratio,95.08,6.1,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
390,Vordingborg,daycare_ratio,96.67,6.0,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
550,Tønder,daycare_ratio,109.43,5.3,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
360,Lolland,daycare_ratio,116.0,5.0,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
741,Samsø,daycare_ratio,148.72,3.9,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
482,Langeland,daycare_ratio,138.1,4.2,børn/voksen,2024,DST BOERN8,social,uddannelse,5.8
201,Allerød,social_stoette,150.0,3.1,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
153,Brøndby,social_stoette,70.32,7.4,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
175,Rødovre,social_stoette,85.3,6.1,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
155,Dragør,social_stoette,110.71,4.7,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
190,Furesø,social_stoette,106.19,4.9,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
167,Hvidovre,social_stoette,106.19,4.9,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
230,Rudersdal,social_stoette,104.07,5.0,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
746,Skanderborg,social_stoette,126.91,4.1,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
269,Solrød,social_stoette,123.89,4.2,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
265,Roskilde,social_stoette,150.0,3.4,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
240,Egedal,social_stoette,150.0,3.4,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
151,Ballerup,social_stoette,113.12,4.6,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
223,Hørsholm,social_stoette,123.89,4.2,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
185,Tårnby,social_stoette,94.61,5.5,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
157,Gentofte,social_stoette,123.89,4.2,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
350,Lejre,social_stoette,150.0,3.4,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
163,Herlev,social_stoette,92.92,5.6,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
173,Lyngby-Taarbæk,social_stoette,121.01,4.3,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
210,Fredensborg,social_stoette,104.07,5.0,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
183,Ishøj,social_stoette,57.18,9.1,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
710,Favrskov,social_stoette,113.12,4.6,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
530,Billund,social_stoette,80.05,6.5,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
840,Rebild,social_stoette,113.12,4.6,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
187,Vallensbæk,social_stoette,100.06,5.2,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
253,Greve,social_stoette,82.59,6.3,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
147,Frederiksberg,social_stoette,121.01,4.3,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
259,Køge,social_stoette,123.89,4.2,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
159,Gladsaxe,social_stoette,80.05,6.5,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
217,Helsingør,social_stoette,150.0,3.3,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
250,Frederikssund,social_stoette,86.72,6.0,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
661,Holstebro,social_stoette,89.71,5.8,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
825,Læsø,social_stoette,74.33,7.0,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
657,Herning,social_stoette,96.36,5.4,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
260,Halsnæs,social_stoette,100.06,5.2,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
773,Morsø,social_stoette,121.01,4.3,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
219,Hillerød,social_stoette,98.18,5.3,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
340,Sorø,social_stoette,118.26,4.4,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
492,Ærø,social_stoette,126.91,4.1,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
561,Esbjerg,social_stoette,96.36,5.4,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
740,Silkeborg,social_stoette,86.72,6.0,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
615,Horsens,social_stoette,88.19,5.9,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
563,Fanø,social_stoette,106.19,4.9,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
316,Holbæk,social_stoette,92.92,5.6,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
766,Hedensted,social_stoette,88.19,5.9,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
607,Fredericia,social_stoette,77.66,6.7,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
410,Middelfart,social_stoette,89.71,5.8,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
329,Ringsted,social_stoette,75.41,6.9,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
370,Næstved,social_stoette,115.63,4.5,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
851,Aalborg,social_stoette,115.63,4.5,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
810,Brønderslev,social_stoette,78.84,6.6,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
727,Odder,social_stoette,104.07,5.0,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
336,Stevns,social_stoette,82.59,6.3,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
751,Aarhus,social_stoette,96.36,5.4,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
813,Frederikshavn,social_stoette,94.61,5.5,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
161,Glostrup,social_stoette,88.19,5.9,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
270,Gribskov,social_stoette,98.18,5.3,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
860,Hjørring,social_stoette,108.4,4.8,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
165,Albertslund,social_stoette,74.33,7.0,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
479,Svendborg,social_stoette,126.91,4.1,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
791,Viborg,social_stoette,92.92,5.6,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
480,Nordfyns,social_stoette,102.03,5.1,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
706,Syddjurs,social_stoette,113.12,4.6,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
440,Kerteminde,social_stoette,123.89,4.2,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
630,Vejle,social_stoette,115.63,4.5,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
101,København,social_stoette,85.3,6.1,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
730,Randers,social_stoette,123.89,4.2,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
760,Ringkøbing-Skjern,social_stoette,108.4,4.8,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
430,Faaborg-Midtfyn,social_stoette,106.19,4.9,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
320,Faxe,social_stoette,123.89,4.2,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
169,Høje-Taastrup,social_stoette,82.59,6.3,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
573,Varde,social_stoette,130.08,4.0,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
621,Kolding,social_stoette,81.3,6.4,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
420,Assens,social_stoette,96.36,5.4,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
580,Aabenraa,social_stoette,113.12,4.6,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
787,Thisted,social_stoette,133.42,3.9,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
756,Ikast-Brande,social_stoette,88.19,5.9,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
461,Odense,social_stoette,106.19,4.9,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
779,Skive,social_stoette,83.93,6.2,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
450,Nyborg,social_stoette,150.0,3.3,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
846,Mariagerfjord,social_stoette,96.36,5.4,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
820,Vesthimmerlands,social_stoette,106.19,4.9,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
540,Sønderborg,social_stoette,94.61,5.5,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
400,Bornholm,social_stoette,102.03,5.1,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
510,Haderslev,social_stoette,102.03,5.1,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
671,Struer,social_stoette,113.12,4.6,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
665,Lemvig,social_stoette,98.18,5.3,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
707,Norddjurs,social_stoette,110.71,4.7,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
330,Slagelse,social_stoette,108.4,4.8,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
306,Odsherred,social_stoette,100.06,5.2,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
575,Vejen,social_stoette,150.0,3.2,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
376,Guldborgsund,social_stoette,92.92,5.6,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
849,Jammerbugt,social_stoette,150.0,3.4,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
326,Kalundborg,social_stoette,86.72,6.0,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
390,Vordingborg,social_stoette,82.59,6.3,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
550,Tønder,social_stoette,110.71,4.7,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
360,Lolland,social_stoette,94.61,5.5,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
741,Samsø,social_stoette,133.42,3.9,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
482,Langeland,social_stoette,104.07,5.0,%,2025,Sundhedsprofilen 2025,social,lokalsamfund,5.20337
175,Rødovre,sport_tilskuer,100.0,45.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
190,Furesø,sport_tilskuer,95.6,43.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
167,Hvidovre,sport_tilskuer,108.79,49.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
230,Rudersdal,sport_tilskuer,86.81,39.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
746,Skanderborg,sport_tilskuer,101.1,46.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
265,Roskilde,sport_tilskuer,92.31,42.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
240,Egedal,sport_tilskuer,79.12,36.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
151,Ballerup,sport_tilskuer,93.41,42.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
223,Hørsholm,sport_tilskuer,101.1,46.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
185,Tårnby,sport_tilskuer,94.51,43.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
157,Gentofte,sport_tilskuer,93.41,42.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
173,Lyngby-Taarbæk,sport_tilskuer,98.9,45.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
210,Fredensborg,sport_tilskuer,78.02,35.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
710,Favrskov,sport_tilskuer,98.9,45.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
840,Rebild,sport_tilskuer,101.1,46.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
253,Greve,sport_tilskuer,89.01,40.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
147,Frederiksberg,sport_tilskuer,92.31,42.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
259,Køge,sport_tilskuer,91.21,41.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
159,Gladsaxe,sport_tilskuer,90.11,41.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
217,Helsingør,sport_tilskuer,90.11,41.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
250,Frederikssund,sport_tilskuer,97.8,44.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
661,Holstebro,sport_tilskuer,114.29,52.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
657,Herning,sport_tilskuer,123.08,56.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
219,Hillerød,sport_tilskuer,102.2,46.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
340,Sorø,sport_tilskuer,83.52,38.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
561,Esbjerg,sport_tilskuer,118.68,54.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
740,Silkeborg,sport_tilskuer,115.38,52.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
615,Horsens,sport_tilskuer,100.0,45.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
316,Holbæk,sport_tilskuer,94.51,43.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
766,Hedensted,sport_tilskuer,98.9,45.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
607,Fredericia,sport_tilskuer,106.59,48.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
410,Middelfart,sport_tilskuer,98.9,45.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
329,Ringsted,sport_tilskuer,91.21,41.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
370,Næstved,sport_tilskuer,96.7,44.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
851,Aalborg,sport_tilskuer,109.89,50.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
727,Odder,sport_tilskuer,90.11,41.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
751,Aarhus,sport_tilskuer,106.59,48.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
813,Frederikshavn,sport_tilskuer,105.49,48.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
270,Gribskov,sport_tilskuer,85.71,39.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
860,Hjørring,sport_tilskuer,103.3,47.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
479,Svendborg,sport_tilskuer,92.31,42.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
791,Viborg,sport_tilskuer,112.09,51.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
480,Nordfyns,sport_tilskuer,94.51,43.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
706,Syddjurs,sport_tilskuer,78.02,35.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
440,Kerteminde,sport_tilskuer,63.74,29.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
630,Vejle,sport_tilskuer,100.0,45.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
101,København,sport_tilskuer,101.1,46.0,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
730,Randers,sport_tilskuer,117.58,53.5,%,2024-2025,DST KV2GEO,social,lokalsamfund,45.5
