kommune_kode,indicator_id,aar,raw_value
151,kost,2025,18.2
153,kost,2010,16.3
153,kost,2013,15.5
153,kost,2017,19.5
153,kost,2021,22.3
153,kost,2025,22.6
155,kost,2010,9.1
155,kost,2013,9.2
155,kost,2017,9.7
155,kost,2021,13.1
155,kost,2025,13.3
157,kost,2010,6.9
157,kost,2013,6.1
157,kost,2017,8.6
157,kost,2021,9.1
157,kost,2025,9.6
159,kost,2010,10.1
159,kost,2013,9.4
159,kost,2017,11.0
159,kost,2021,12.9
159,kost,2025,13.5
161,kost,2010,15.2
161,kost,2013,14.9
161,kost,2017,19.0
161,kost,2021,18.9
161,kost,2025,20.4
163,kost,2010,11.5
163,kost,2013,12.6
163,kost,2017,15.5
163,kost,2021,18.7
163,kost,2025,17.9
165,kost,2010,14.1
165,kost,2013,14.8
165,kost,2017,16.4
165,kost,2021,19.7
165,kost,2025,20.0
167,kost,2010,13.6
167,kost,2013,14.3
167,kost,2017,15.3
167,kost,2021,17.9
167,kost,2025,18.7
169,kost,2010,13.3
169,kost,2013,13.5
169,kost,2017,17.1
169,kost,2021,19.5
169,kost,2025,17.8
173,kost,2010,8.9
173,kost,2013,8.6
173,kost,2017,9.7
173,kost,2021,11.8
173,kost,2025,9.1
175,kost,2010,12.2
175,kost,2013,11.9
175,kost,2017,15.9
175,kost,2021,16.6
175,kost,2025,15.6
183,kost,2010,16.2
183,kost,2013,15.6
183,kost,2017,18.8
183,kost,2021,19.5
183,kost,2025,20.5
185,kost,2010,12.3
185,kost,2013,13.3
185,kost,2017,18.2
185,kost,2021,18.6
185,kost,2025,21.0
187,kost,2010,11.1
187,kost,2013,10.7
187,kost,2017,12.7
187,kost,2021,17.3
187,kost,2025,16.3
190,kost,2010,6.9
190,kost,2013,7.2
190,kost,2017,9.6
190,kost,2021,12.0
190,kost,2025,10.0
201,kost,2010,6.8
201,kost,2013,8.2
201,kost,2017,10.3
201,kost,2021,11.0
201,kost,2025,11.7
210,kost,2010,7.2
210,kost,2013,9.3
210,kost,2017,12.7
210,kost,2021,13.6
210,kost,2025,12.3
217,kost,2010,10.3
217,kost,2013,10.7
217,kost,2017,12.7
217,kost,2021,15.0
217,kost,2025,14.0
219,kost,2010,9.9
219,kost,2013,9.8
219,kost,2017,12.1
219,kost,2021,14.7
219,kost,2025,15.1
223,kost,2010,7.6
223,kost,2013,6.2
223,kost,2017,9.5
223,kost,2021,11.8
223,kost,2025,10.8
230,kost,2010,7.7
230,kost,2013,6.9
230,kost,2017,8.9
230,kost,2021,11.1
230,kost,2025,8.8
240,kost,2010,11.1
240,kost,2013,10.0
240,kost,2017,13.1
240,kost,2021,14.9
240,kost,2025,17.6
250,kost,2010,11.4
250,kost,2013,12.1
250,kost,2017,14.7
250,kost,2021,19.1
250,kost,2025,19.1
253,kost,2010,11.9
253,kost,2013,10.9
253,kost,2017,15.4
253,kost,2021,17.8
253,kost,2025,19.2
259,kost,2010,14.0
259,kost,2013,12.6
259,kost,2017,15.0
259,kost,2021,17.4
259,kost,2025,18.8
260,kost,2010,12.5
260,kost,2013,13.1
260,kost,2017,17.1
260,kost,2021,20.1
260,kost,2025,21.6
265,kost,2010,12.4
265,kost,2013,11.1
265,kost,2017,11.6
265,kost,2021,13.6
265,kost,2025,14.8
269,kost,2010,10.3
269,kost,2013,11.0
269,kost,2017,13.1
269,kost,2021,15.6
269,kost,2025,18.5
270,kost,2010,10.4
270,kost,2013,11.0
270,kost,2017,15.9
270,kost,2021,17.3
270,kost,2025,18.7
306,kost,2010,15.3
306,kost,2013,12.2
306,kost,2017,19.2
306,kost,2021,16.8
306,kost,2025,24.4
316,kost,2010,12.0
316,kost,2013,14.5
316,kost,2017,16.8
316,kost,2021,19.8
316,kost,2025,20.5
320,kost,2010,14.8
320,kost,2013,15.8
320,kost,2017,16.1
320,kost,2021,19.4
320,kost,2025,21.9
326,kost,2010,15.6
326,kost,2013,15.3
326,kost,2017,20.4
326,kost,2021,23.1
326,kost,2025,21.7
329,kost,2010,14.1
329,kost,2013,14.5
329,kost,2017,15.0
329,kost,2021,19.0
329,kost,2025,22.6
330,kost,2010,13.8
330,kost,2013,14.4
330,kost,2017,19.6
330,kost,2021,21.2
330,kost,2025,20.7
336,kost,2010,11.3
336,kost,2013,13.0
336,kost,2017,14.5
336,kost,2021,17.2
336,kost,2025,20.0
340,kost,2010,11.9
340,kost,2013,11.7
340,kost,2017,14.1
340,kost,2021,18.2
340,kost,2025,15.6
350,kost,2010,10.2
350,kost,2013,13.0
350,kost,2017,12.6
350,kost,2021,15.6
350,kost,2025,16.7
360,kost,2010,16.5
360,kost,2013,17.1
360,kost,2017,21.8
360,kost,2021,21.9
360,kost,2025,26.0
370,kost,2010,12.7
370,kost,2013,15.1
370,kost,2017,16.5
370,kost,2021,19.3
370,kost,2025,20.7
376,kost,2010,14.7
376,kost,2013,13.7
376,kost,2017,17.8
376,kost,2021,23.2
376,kost,2025,19.7
390,kost,2010,14.3
390,kost,2013,13.6
390,kost,2017,15.7
390,kost,2021,20.0
390,kost,2025,20.5
400,kost,2010,13.4
400,kost,2013,15.7
400,kost,2017,17.2
400,kost,2021,15.3
400,kost,2025,19.0
410,kost,2010,14.2
410,kost,2013,18.0
410,kost,2017,17.8
410,kost,2021,18.9
410,kost,2025,19.7
420,kost,2010,14.3
420,kost,2013,18.9
420,kost,2017,19.3
420,kost,2021,21.1
420,kost,2025,22.4
430,kost,2010,14.1
430,kost,2013,16.2
430,kost,2017,17.9
430,kost,2021,19.9
430,kost,2025,19.1
440,kost,2010,14.0
440,kost,2013,16.6
440,kost,2017,18.1
440,kost,2021,18.1
440,kost,2025,21.7
450,kost,2010,14.6
450,kost,2013,17.3
450,kost,2017,16.1
450,kost,2021,21.4
450,kost,2025,23.1
461,kost,2010,14.3
461,kost,2013,14.8
461,kost,2017,17.0
461,kost,2021,18.8
461,kost,2025,18.1
479,kost,2010,14.2
479,kost,2013,15.7
479,kost,2017,14.8
479,kost,2021,18.1
479,kost,2025,16.6
480,kost,2010,16.2
480,kost,2013,17.6
480,kost,2017,20.8
480,kost,2021,22.6
480,kost,2025,24.5
482,kost,2010,16.8
482,kost,2013,18.4
482,kost,2017,22.5
482,kost,2021,24.2
482,kost,2025,20.1
492,kost,2010,15.1
492,kost,2013,16.3
492,kost,2017,18.3
492,kost,2021,19.9
492,kost,2025,18.3
510,kost,2010,14.4
510,kost,2013,18.2
510,kost,2017,17.7
510,kost,2021,20.5
510,kost,2025,25.0
530,kost,2010,15.2
530,kost,2013,18.2
530,kost,2017,18.1
530,kost,2021,20.3
530,kost,2025,19.4
540,kost,2010,13.8
540,kost,2013,16.4
540,kost,2017,18.2
540,kost,2021,20.8
540,kost,2025,21.7
550,kost,2010,16.3
550,kost,2013,19.0
550,kost,2017,22.5
550,kost,2021,22.3
550,kost,2025,24.2
561,kost,2010,16.1
561,kost,2013,18.4
561,kost,2017,19.6
561,kost,2021,20.4
561,kost,2025,22.9
563,kost,2010,9.1
563,kost,2013,12.9
563,kost,2017,13.4
563,kost,2021,13.2
563,kost,2025,16.5
573,kost,2010,15.4
573,kost,2013,18.8
573,kost,2017,18.4
573,kost,2021,20.6
573,kost,2025,21.1
575,kost,2010,13.7
575,kost,2013,18.2
575,kost,2017,21.8
575,kost,2021,23.1
575,kost,2025,23.7
580,kost,2010,15.8
580,kost,2013,18.0
580,kost,2017,19.3
580,kost,2021,21.4
580,kost,2025,19.9
607,kost,2010,17.3
607,kost,2013,18.1
607,kost,2017,19.7
607,kost,2021,22.1
607,kost,2025,22.5
615,kost,2010,15.0
615,kost,2013,16.8
615,kost,2017,20.0
615,kost,2021,18.7
615,kost,2025,21.9
621,kost,2010,14.2
621,kost,2013,16.4
621,kost,2017,15.7
621,kost,2021,19.5
621,kost,2025,19.1
630,kost,2010,12.2
630,kost,2013,15.5
630,kost,2017,15.8
630,kost,2021,18.1
630,kost,2025,18.5
657,kost,2010,16.3
657,kost,2013,18.3
657,kost,2017,19.6
657,kost,2021,19.4
657,kost,2025,23.0
661,kost,2010,15.8
661,kost,2013,17.3
661,kost,2017,20.6
661,kost,2021,20.5
661,kost,2025,23.8
665,kost,2010,17.6
665,kost,2013,17.7
665,kost,2017,20.1
665,kost,2021,21.9
665,kost,2025,22.2
671,kost,2010,21.1
671,kost,2013,18.7
671,kost,2017,22.4
671,kost,2021,24.8
671,kost,2025,25.3
706,kost,2010,12.8
706,kost,2013,15.1
706,kost,2017,17.9
706,kost,2021,15.3
706,kost,2025,16.2
707,kost,2010,19.3
707,kost,2013,19.0
707,kost,2017,21.1
707,kost,2021,24.0
707,kost,2025,24.8
710,kost,2010,12.1
710,kost,2013,12.9
710,kost,2017,14.2
710,kost,2021,15.9
710,kost,2025,18.9
727,kost,2010,11.9
727,kost,2013,11.3
727,kost,2017,16.4
727,kost,2021,13.8
727,kost,2025,16.3
730,kost,2010,17.6
730,kost,2013,17.2
730,kost,2017,20.1
730,kost,2021,21.7
730,kost,2025,23.8
740,kost,2010,13.2
740,kost,2013,12.6
740,kost,2017,18.6
740,kost,2021,17.8
740,kost,2025,18.0
741,kost,2010,11.6
741,kost,2013,13.2
741,kost,2017,13.8
741,kost,2021,16.8
741,kost,2025,14.3
746,kost,2010,12.8
746,kost,2013,14.2
746,kost,2017,13.8
746,kost,2021,14.8
746,kost,2025,15.6
751,kost,2010,9.9
751,kost,2013,10.6
751,kost,2017,12.6
751,kost,2021,14.0
751,kost,2025,15.2
756,kost,2010,18.2
756,kost,2013,16.5
756,kost,2017,19.5
756,kost,2021,24.2
756,kost,2025,22.5
760,kost,2010,16.7
760,kost,2013,15.2
760,kost,2017,21.1
760,kost,2021,21.0
760,kost,2025,22.4
766,kost,2010,16.3
766,kost,2013,18.8
766,kost,2017,19.3
766,kost,2021,20.4
766,kost,2025,22.7
773,kost,2010,22.8
773,kost,2013,20.0
773,kost,2017,22.9
773,kost,2021,22.7
773,kost,2025,29.1
779,kost,2010,19.9
779,kost,2013,21.2
779,kost,2017,22.1
779,kost,2021,23.0
779,kost,2025,25.2
787,kost,2010,19.7
787,kost,2013,18.0
787,kost,2017,20.4
787,kost,2021,23.3
787,kost,2025,24.9
791,kost,2010,16.0
791,kost,2013,16.8
791,kost,2017,20.2
791,kost,2021,19.3
791,kost,2025,24.2
810,kost,2010,19.0
810,kost,2013,17.7
810,kost,2017,22.3
810,kost,2021,21.4
810,kost,2025,24.9
813,kost,2010,16.9
813,kost,2013,18.5
813,kost,2017,20.3
813,kost,2021,20.8
813,kost,2025,22.9
820,kost,2010,19.7
820,kost,2013,16.3
820,kost,2017,21.2
820,kost,2021,20.9
820,kost,2025,25.4
825,kost,2010,18.3
825,kost,2013,15.7
825,kost,2017,20.1
825,kost,2021,17.8
825,kost,2025,20.4
840,kost,2010,16.8
840,kost,2013,16.1
840,kost,2017,16.2
840,kost,2021,19.4
840,kost,2025,20.3
846,kost,2010,19.1
846,kost,2013,18.1
846,kost,2017,20.0
846,kost,2021,23.0
846,kost,2025,21.7
849,kost,2010,18.6
849,kost,2013,20.3
849,kost,2017,21.2
849,kost,2021,22.1
849,kost,2025,23.6
851,kost,2010,16.8
851,kost,2013,17.4
851,kost,2017,17.1
851,kost,2021,19.7
851,kost,2025,20.9
860,kost,2010,20.0
860,kost,2013,17.5
860,kost,2017,19.1
860,kost,2021,21.5
860,kost,2025,22.3
101,mentalt_helbred,2010,13.0
101,mentalt_helbred,2013,12.8
101,mentalt_helbred,2017,15.5
101,mentalt_helbred,2021,21.5
101,mentalt_helbred,2025,18.8
147,mentalt_helbred,2010,10.7
147,mentalt_helbred,2013,11.4
147,mentalt_helbred,2017,13.6
147,mentalt_helbred,2021,19.9
147,mentalt_helbred,2025,15.3
151,mentalt_helbred,2010,9.4
151,mentalt_helbred,2013,10.1
151,mentalt_helbred,2017,14.1
151,mentalt_helbred,2021,16.4
151,mentalt_helbred,2025,18.5
153,mentalt_helbred,2010,13.1
153,mentalt_helbred,2013,13.4
153,mentalt_helbred,2017,16.0
153,mentalt_helbred,2021,19.0
153,mentalt_helbred,2025,21.3
155,mentalt_helbred,2010,8.7
155,mentalt_helbred,2013,8.5
155,mentalt_helbred,2017,10.1
155,mentalt_helbred,2021,16.1
155,mentalt_helbred,2025,14.4
157,mentalt_helbred,2010,9.4
157,mentalt_helbred,2013,9.6
157,mentalt_helbred,2017,10.6
157,mentalt_helbred,2021,15.1
157,mentalt_helbred,2025,12.0
159,mentalt_helbred,2010,9.6
159,mentalt_helbred,2013,11.1
159,mentalt_helbred,2017,13.4
159,mentalt_helbred,2021,16.6
159,mentalt_helbred,2025,17.0
161,mentalt_helbred,2010,10.4
161,mentalt_helbred,2013,12.1
161,mentalt_helbred,2017,11.3
161,mentalt_helbred,2021,17.2
161,mentalt_helbred,2025,17.1
163,mentalt_helbred,2010,9.9
163,mentalt_helbred,2013,9.8
163,mentalt_helbred,2017,15.4
163,mentalt_helbred,2021,17.9
163,mentalt_helbred,2025,16.1
165,mentalt_helbred,2010,12.9
165,mentalt_helbred,2013,10.8
165,mentalt_helbred,2017,14.0
165,mentalt_helbred,2021,21.1
165,mentalt_helbred,2025,20.6
167,mentalt_helbred,2010,11.3
167,mentalt_helbred,2013,13.2
167,mentalt_helbred,2017,15.6
167,mentalt_helbred,2021,18.3
167,mentalt_helbred,2025,16.7
169,mentalt_helbred,2010,10.7
169,mentalt_helbred,2013,11.0
169,mentalt_helbred,2017,14.0
169,mentalt_helbred,2021,19.5
169,mentalt_helbred,2025,16.8
173,mentalt_helbred,2010,9.3
173,mentalt_helbred,2013,11.2
173,mentalt_helbred,2017,12.1
173,mentalt_helbred,2021,16.9
173,mentalt_helbred,2025,12.9
175,mentalt_helbred,2010,9.6
175,mentalt_helbred,2013,10.6
175,mentalt_helbred,2017,13.3
175,mentalt_helbred,2021,18.3
175,mentalt_helbred,2025,14.5
183,mentalt_helbred,2010,11.8
183,mentalt_helbred,2013,14.8
183,mentalt_helbred,2017,14.4
183,mentalt_helbred,2021,19.8
183,mentalt_helbred,2025,18.9
185,mentalt_helbred,2010,12.5
185,mentalt_helbred,2013,9.1
185,mentalt_helbred,2017,14.0
185,mentalt_helbred,2021,18.0
185,mentalt_helbred,2025,15.4
187,mentalt_helbred,2010,6.8
187,mentalt_helbred,2013,8.7
187,mentalt_helbred,2017,10.8
187,mentalt_helbred,2021,16.9
187,mentalt_helbred,2025,13.9
190,mentalt_helbred,2010,6.2
190,mentalt_helbred,2013,8.4
190,mentalt_helbred,2017,10.5
190,mentalt_helbred,2021,14.5
190,mentalt_helbred,2025,13.7
201,mentalt_helbred,2010,7.7
201,mentalt_helbred,2013,7.7
201,mentalt_helbred,2017,10.5
201,mentalt_helbred,2021,13.0
201,mentalt_helbred,2025,11.1
210,mentalt_helbred,2010,10.0
210,mentalt_helbred,2013,9.5
210,mentalt_helbred,2017,11.4
210,mentalt_helbred,2021,15.9
210,mentalt_helbred,2025,14.8
217,mentalt_helbred,2010,8.2
217,mentalt_helbred,2013,11.8
217,mentalt_helbred,2017,14.5
217,mentalt_helbred,2021,16.7
217,mentalt_helbred,2025,15.0
219,mentalt_helbred,2010,9.5
219,mentalt_helbred,2013,8.7
219,mentalt_helbred,2017,10.4
219,mentalt_helbred,2021,17.8
219,mentalt_helbred,2025,17.0
223,mentalt_helbred,2010,8.4
223,mentalt_helbred,2013,7.0
223,mentalt_helbred,2017,9.4
223,mentalt_helbred,2021,14.7
223,mentalt_helbred,2025,10.3
230,mentalt_helbred,2010,7.6
230,mentalt_helbred,2013,9.1
230,mentalt_helbred,2017,11.3
230,mentalt_helbred,2021,14.9
230,mentalt_helbred,2025,12.5
240,mentalt_helbred,2010,7.9
240,mentalt_helbred,2013,6.9
240,mentalt_helbred,2017,10.0
240,mentalt_helbred,2021,16.3
240,mentalt_helbred,2025,13.8
250,mentalt_helbred,2010,10.0
250,mentalt_helbred,2013,10.3
250,mentalt_helbred,2017,11.7
250,mentalt_helbred,2021,15.6
250,mentalt_helbred,2025,15.2
253,mentalt_helbred,2010,9.0
253,mentalt_helbred,2013,9.3
253,mentalt_helbred,2017,11.7
253,mentalt_helbred,2021,14.0
253,mentalt_helbred,2025,16.5
259,mentalt_helbred,2010,12.4
259,mentalt_helbred,2013,9.4
259,mentalt_helbred,2017,12.5
259,mentalt_helbred,2021,16.2
259,mentalt_helbred,2025,15.3
260,mentalt_helbred,2010,9.0
260,mentalt_helbred,2013,11.7
260,mentalt_helbred,2017,13.4
260,mentalt_helbred,2021,17.9
260,mentalt_helbred,2025,15.9
265,mentalt_helbred,2010,8.4
265,mentalt_helbred,2013,10.4
265,mentalt_helbred,2017,12.2
265,mentalt_helbred,2021,15.5
265,mentalt_helbred,2025,17.3
269,mentalt_helbred,2010,7.7
269,mentalt_helbred,2013,10.1
269,mentalt_helbred,2017,10.1
269,mentalt_helbred,2021,14.2
269,mentalt_helbred,2025,14.1
270,mentalt_helbred,2010,10.7
270,mentalt_helbred,2013,9.2
270,mentalt_helbred,2017,11.5
270,mentalt_helbred,2021,15.2
270,mentalt_helbred,2025,14.6
306,mentalt_helbred,2010,10.5
306,mentalt_helbred,2013,10.6
306,mentalt_helbred,2017,15.5
306,mentalt_helbred,2021,16.9
306,mentalt_helbred,2025,13.1
316,mentalt_helbred,2010,9.8
316,mentalt_helbred,2013,10.9
316,mentalt_helbred,2017,14.0
316,mentalt_helbred,2021,15.1
316,mentalt_helbred,2025,16.4
320,mentalt_helbred,2010,9.0
320,mentalt_helbred,2013,9.1
320,mentalt_helbred,2017,12.6
320,mentalt_helbred,2021,17.3
320,mentalt_helbred,2025,17.1
326,mentalt_helbred,2010,9.1
326,mentalt_helbred,2013,8.7
326,mentalt_helbred,2017,13.7
326,mentalt_helbred,2021,18.1
326,mentalt_helbred,2025,17.8
329,mentalt_helbred,2010,10.6
329,mentalt_helbred,2013,10.6
329,mentalt_helbred,2017,13.6
329,mentalt_helbred,2021,18.7
329,mentalt_helbred,2025,14.4
330,mentalt_helbred,2010,11.5
330,mentalt_helbred,2013,12.0
330,mentalt_helbred,2017,15.9
330,mentalt_helbred,2021,17.9
330,mentalt_helbred,2025,18.3
336,mentalt_helbred,2010,8.4
336,mentalt_helbred,2013,10.4
336,mentalt_helbred,2017,12.2
336,mentalt_helbred,2021,17.8
336,mentalt_helbred,2025,15.6
340,mentalt_helbred,2010,9.6
340,mentalt_helbred,2013,10.0
340,mentalt_helbred,2017,11.8
340,mentalt_helbred,2021,17.1
340,mentalt_helbred,2025,14.5
350,mentalt_helbred,2010,7.0
350,mentalt_helbred,2013,9.5
350,mentalt_helbred,2017,9.2
350,mentalt_helbred,2021,12.6
350,mentalt_helbred,2025,14.0
360,mentalt_helbred,2010,10.4
360,mentalt_helbred,2013,11.7
360,mentalt_helbred,2017,12.6
360,mentalt_helbred,2021,18.8
360,mentalt_helbred,2025,17.4
370,mentalt_helbred,2010,10.0
370,mentalt_helbred,2013,12.7
370,mentalt_helbred,2017,13.3
370,mentalt_helbred,2021,19.3
370,mentalt_helbred,2025,18.2
376,mentalt_helbred,2010,11.5
376,mentalt_helbred,2013,12.0
376,mentalt_helbred,2017,14.2
376,mentalt_helbred,2021,17.9
376,mentalt_helbred,2025,16.2
390,mentalt_helbred,2010,10.4
390,mentalt_helbred,2013,9.2
390,mentalt_helbred,2017,14.3
390,mentalt_helbred,2021,16.7
390,mentalt_helbred,2025,18.3
400,mentalt_helbred,2010,8.2
400,mentalt_helbred,2013,10.6
400,mentalt_helbred,2017,14.0
400,mentalt_helbred,2021,13.9
400,mentalt_helbred,2025,13.9
410,mentalt_helbred,2010,10.0
410,mentalt_helbred,2013,10.7
410,mentalt_helbred,2017,11.7
410,mentalt_helbred,2021,14.9
410,mentalt_helbred,2025,13.5
420,mentalt_helbred,2010,9.3
420,mentalt_helbred,2013,10.1
420,mentalt_helbred,2017,13.4
420,mentalt_helbred,2021,15.1
420,mentalt_helbred,2025,13.8
430,mentalt_helbred,2010,11.0
430,mentalt_helbred,2013,13.2
430,mentalt_helbred,2017,12.6
430,mentalt_helbred,2021,15.5
430,mentalt_helbred,2025,15.1
440,mentalt_helbred,2010,10.3
440,mentalt_helbred,2013,11.1
440,mentalt_helbred,2017,13.0
440,mentalt_helbred,2021,14.2
440,mentalt_helbred,2025,15.7
450,mentalt_helbred,2010,9.1
450,mentalt_helbred,2013,13.0
450,mentalt_helbred,2017,14.9
450,mentalt_helbred,2021,17.7
450,mentalt_helbred,2025,13.8
461,mentalt_helbred,2010,12.8
461,mentalt_helbred,2013,11.7
461,mentalt_helbred,2017,15.4
461,mentalt_helbred,2021,21.1
461,mentalt_helbred,2025,17.0
479,mentalt_helbred,2010,9.6
479,mentalt_helbred,2013,11.1
479,mentalt_helbred,2017,13.2
479,mentalt_helbred,2021,16.0
479,mentalt_helbred,2025,13.5
480,mentalt_helbred,2010,10.2
480,mentalt_helbred,2013,10.5
480,mentalt_helbred,2017,13.1
480,mentalt_helbred,2021,15.9
480,mentalt_helbred,2025,15.2
482,mentalt_helbred,2010,10.9
482,mentalt_helbred,2013,11.2
482,mentalt_helbred,2017,13.4
482,mentalt_helbred,2021,14.3
482,mentalt_helbred,2025,14.9
492,mentalt_helbred,2010,9.1
492,mentalt_helbred,2013,11.0
492,mentalt_helbred,2017,13.9
492,mentalt_helbred,2021,14.7
492,mentalt_helbred,2025,12.3
510,mentalt_helbred,2010,10.2
510,mentalt_helbred,2013,10.7
510,mentalt_helbred,2017,13.6
510,mentalt_helbred,2021,15.1
510,mentalt_helbred,2025,15.4
530,mentalt_helbred,2010,8.7
530,mentalt_helbred,2013,9.2
530,mentalt_helbred,2017,11.4
530,mentalt_helbred,2021,14.4
530,mentalt_helbred,2025,14.9
540,mentalt_helbred,2010,13.4
540,mentalt_helbred,2013,9.3
540,mentalt_helbred,2017,13.2
540,mentalt_helbred,2021,16.7
540,mentalt_helbred,2025,14.1
550,mentalt_helbred,2010,9.7
550,mentalt_helbred,2013,8.7
550,mentalt_helbred,2017,10.8
550,mentalt_helbred,2021,13.9
550,mentalt_helbred,2025,13.5
561,mentalt_helbred,2010,10.2
561,mentalt_helbred,2013,10.8
561,mentalt_helbred,2017,13.8
561,mentalt_helbred,2021,16.5
561,mentalt_helbred,2025,18.6
563,mentalt_helbred,2010,10.9
563,mentalt_helbred,2013,8.3
563,mentalt_helbred,2017,15.1
563,mentalt_helbred,2021,14.2
563,mentalt_helbred,2025,10.7
573,mentalt_helbred,2010,7.2
573,mentalt_helbred,2013,6.4
573,mentalt_helbred,2017,11.0
573,mentalt_helbred,2021,11.5
573,mentalt_helbred,2025,12.0
575,mentalt_helbred,2010,10.5
575,mentalt_helbred,2013,10.5
575,mentalt_helbred,2017,12.7
575,mentalt_helbred,2021,13.2
575,mentalt_helbred,2025,15.5
580,mentalt_helbred,2010,10.7
580,mentalt_helbred,2013,11.2
580,mentalt_helbred,2017,14.2
580,mentalt_helbred,2021,14.2
580,mentalt_helbred,2025,14.3
607,mentalt_helbred,2010,9.7
607,mentalt_helbred,2013,14.2
607,mentalt_helbred,2017,16.9
607,mentalt_helbred,2021,18.6
607,mentalt_helbred,2025,17.8
615,mentalt_helbred,2010,9.3
615,mentalt_helbred,2013,11.9
615,mentalt_helbred,2017,14.3
615,mentalt_helbred,2021,18.6
615,mentalt_helbred,2025,15.2
621,mentalt_helbred,2010,11.0
621,mentalt_helbred,2013,13.0
621,mentalt_helbred,2017,12.7
621,mentalt_helbred,2021,17.9
621,mentalt_helbred,2025,15.7
630,mentalt_helbred,2010,9.6
630,mentalt_helbred,2013,11.1
630,mentalt_helbred,2017,12.8
630,mentalt_helbred,2021,17.3
630,mentalt_helbred,2025,15.2
657,mentalt_helbred,2010,7.9
657,mentalt_helbred,2013,10.6
657,mentalt_helbred,2017,12.7
657,mentalt_helbred,2021,15.7
657,mentalt_helbred,2025,14.9
661,mentalt_helbred,2010,6.9
661,mentalt_helbred,2013,7.8
661,mentalt_helbred,2017,10.2
661,mentalt_helbred,2021,14.5
661,mentalt_helbred,2025,13.6
665,mentalt_helbred,2010,7.9
665,mentalt_helbred,2013,6.5
665,mentalt_helbred,2017,11.3
665,mentalt_helbred,2021,12.6
665,mentalt_helbred,2025,12.9
671,mentalt_helbred,2010,8.9
671,mentalt_helbred,2013,8.5
671,mentalt_helbred,2017,10.1
671,mentalt_helbred,2021,14.4
671,mentalt_helbred,2025,14.7
706,mentalt_helbred,2010,8.2
706,mentalt_helbred,2013,9.9
706,mentalt_helbred,2017,12.3
706,mentalt_helbred,2021,14.7
706,mentalt_helbred,2025,14.9
707,mentalt_helbred,2010,7.2
707,mentalt_helbred,2013,10.4
707,mentalt_helbred,2017,11.9
707,mentalt_helbred,2021,15.6
707,mentalt_helbred,2025,14.8
710,mentalt_helbred,2010,7.2
710,mentalt_helbred,2013,7.8
710,mentalt_helbred,2017,10.7
710,mentalt_helbred,2021,14.7
710,mentalt_helbred,2025,13.7
727,mentalt_helbred,2010,7.7
727,mentalt_helbred,2013,8.5
727,mentalt_helbred,2017,11.8
727,mentalt_helbred,2021,14.2
727,mentalt_helbred,2025,15.6
730,mentalt_helbred,2010,9.7
730,mentalt_helbred,2013,9.8
730,mentalt_helbred,2017,12.3
730,mentalt_helbred,2021,16.4
730,mentalt_helbred,2025,17.3
740,mentalt_helbred,2010,9.7
740,mentalt_helbred,2013,8.0
740,mentalt_helbred,2017,11.6
740,mentalt_helbred,2021,16.2
740,mentalt_helbred,2025,13.1
741,mentalt_helbred,2010,7.4
741,mentalt_helbred,2013,8.9
741,mentalt_helbred,2017,9.5
741,mentalt_helbred,2021,15.0
741,mentalt_helbred,2025,13.0
746,mentalt_helbred,2010,8.3
746,mentalt_helbred,2013,9.1
746,mentalt_helbred,2017,12.4
746,mentalt_helbred,2021,15.4
746,mentalt_helbred,2025,11.9
751,mentalt_helbred,2010,10.8
751,mentalt_helbred,2013,11.7
751,mentalt_helbred,2017,13.8
751,mentalt_helbred,2021,20.5
751,mentalt_helbred,2025,18.2
756,mentalt_helbred,2010,8.1
756,mentalt_helbred,2013,8.1
756,mentalt_helbred,2017,11.6
756,mentalt_helbred,2021,16.4
756,mentalt_helbred,2025,13.7
760,mentalt_helbred,2010,6.9
760,mentalt_helbred,2013,7.3
760,mentalt_helbred,2017,11.7
760,mentalt_helbred,2021,12.7
760,mentalt_helbred,2025,11.2
766,mentalt_helbred,2010,6.5
766,mentalt_helbred,2013,9.4
766,mentalt_helbred,2017,10.4
766,mentalt_helbred,2021,15.0
766,mentalt_helbred,2025,13.5
773,mentalt_helbred,2010,8.4
773,mentalt_helbred,2013,8.8
773,mentalt_helbred,2017,10.4
773,mentalt_helbred,2021,14.2
773,mentalt_helbred,2025,12.0
779,mentalt_helbred,2010,7.0
779,mentalt_helbred,2013,10.0
779,mentalt_helbred,2017,13.3
779,mentalt_helbred,2021,14.7
779,mentalt_helbred,2025,15.5
787,mentalt_helbred,2010,8.6
787,mentalt_helbred,2013,8.8
787,mentalt_helbred,2017,11.0
787,mentalt_helbred,2021,15.8
787,mentalt_helbred,2025,12.0
791,mentalt_helbred,2010,7.6
791,mentalt_helbred,2013,9.6
791,mentalt_helbred,2017,12.6
791,mentalt_helbred,2021,16.1
791,mentalt_helbred,2025,14.2
810,mentalt_helbred,2010,7.7
810,mentalt_helbred,2013,9.9
810,mentalt_helbred,2017,11.9
810,mentalt_helbred,2021,15.5
810,mentalt_helbred,2025,14.7
813,mentalt_helbred,2010,8.9
813,mentalt_helbred,2013,9.8
813,mentalt_helbred,2017,12.3
813,mentalt_helbred,2021,16.4
813,mentalt_helbred,2025,14.7
820,mentalt_helbred,2010,7.8
820,mentalt_helbred,2013,8.7
820,mentalt_helbred,2017,10.6
820,mentalt_helbred,2021,15.9
