kommune_kode,indicator_id,aar,raw_value
820,mentalt_helbred,2025,15.6
825,mentalt_helbred,2010,5.2
825,mentalt_helbred,2013,7.8
825,mentalt_helbred,2017,13.6
825,mentalt_helbred,2021,12.3
825,mentalt_helbred,2025,11.4
840,mentalt_helbred,2010,7.0
840,mentalt_helbred,2013,7.7
840,mentalt_helbred,2017,11.9
840,mentalt_helbred,2021,14.4
840,mentalt_helbred,2025,12.1
846,mentalt_helbred,2010,8.5
846,mentalt_helbred,2013,10.8
846,mentalt_helbred,2017,10.4
846,mentalt_helbred,2021,13.4
846,mentalt_helbred,2025,14.2
849,mentalt_helbred,2010,8.9
849,mentalt_helbred,2013,9.6
849,mentalt_helbred,2017,12.3
849,mentalt_helbred,2021,15.5
849,mentalt_helbred,2025,15.1
851,mentalt_helbred,2010,10.6
851,mentalt_helbred,2013,11.6
851,mentalt_helbred,2017,14.3
851,mentalt_helbred,2021,19.5
851,mentalt_helbred,2025,17.2
860,mentalt_helbred,2010,7.8
860,mentalt_helbred,2013,10.7
860,mentalt_helbred,2017,13.1
860,mentalt_helbred,2021,16.1
860,mentalt_helbred,2025,14.8
101,rygning,2010,20.0
101,rygning,2013,16.3
101,rygning,2017,17.3
101,rygning,2021,13.8
101,rygning,2025,10.6
147,rygning,2010,15.2
147,rygning,2013,12.4
147,rygning,2017,12.6
147,rygning,2021,10.2
147,rygning,2025,9.0
151,rygning,2010,21.1
151,rygning,2013,16.7
151,rygning,2017,17.3
151,rygning,2021,12.4
151,rygning,2025,8.5
153,rygning,2010,26.0
153,rygning,2013,19.4
153,rygning,2017,18.5
153,rygning,2021,16.5
153,rygning,2025,15.7
155,rygning,2010,16.4
155,rygning,2013,12.9
155,rygning,2017,12.2
155,rygning,2021,9.9
155,rygning,2025,8.1
157,rygning,2010,16.2
157,rygning,2013,10.1
157,rygning,2017,11.1
157,rygning,2021,7.7
157,rygning,2025,6.1
159,rygning,2010,18.7
159,rygning,2013,16.2
159,rygning,2017,16.1
159,rygning,2021,13.0
159,rygning,2025,9.4
161,rygning,2010,20.3
161,rygning,2013,14.5
161,rygning,2017,17.3
161,rygning,2021,14.6
161,rygning,2025,11.4
163,rygning,2010,19.6
163,rygning,2013,16.5
163,rygning,2017,15.8
163,rygning,2021,14.0
163,rygning,2025,11.1
165,rygning,2010,21.8
165,rygning,2013,16.5
165,rygning,2017,19.2
165,rygning,2021,15.8
165,rygning,2025,13.4
167,rygning,2010,21.0
167,rygning,2013,17.0
167,rygning,2017,16.4
167,rygning,2021,15.1
167,rygning,2025,11.4
169,rygning,2010,22.2
169,rygning,2013,18.6
169,rygning,2017,18.2
169,rygning,2021,14.1
169,rygning,2025,12.1
173,rygning,2010,14.1
173,rygning,2013,9.5
173,rygning,2017,12.3
173,rygning,2021,9.0
173,rygning,2025,5.1
175,rygning,2010,18.8
175,rygning,2013,17.1
175,rygning,2017,17.1
175,rygning,2021,14.4
175,rygning,2025,9.4
183,rygning,2010,23.7
183,rygning,2013,18.8
183,rygning,2017,19.7
183,rygning,2021,18.9
183,rygning,2025,17.4
185,rygning,2010,22.0
185,rygning,2013,16.7
185,rygning,2017,17.0
185,rygning,2021,16.3
185,rygning,2025,10.7
187,rygning,2010,18.9
187,rygning,2013,13.7
187,rygning,2017,12.2
187,rygning,2021,11.2
187,rygning,2025,9.3
190,rygning,2010,13.4
190,rygning,2013,10.6
190,rygning,2017,13.1
190,rygning,2021,8.8
190,rygning,2025,7.0
201,rygning,2010,13.5
201,rygning,2013,9.7
201,rygning,2017,9.1
201,rygning,2021,7.6
201,rygning,2025,5.1
210,rygning,2010,19.5
210,rygning,2013,13.8
210,rygning,2017,13.5
210,rygning,2021,14.4
210,rygning,2025,8.0
217,rygning,2010,22.1
217,rygning,2013,16.6
217,rygning,2017,19.7
217,rygning,2021,14.1
217,rygning,2025,10.6
219,rygning,2010,17.3
219,rygning,2013,13.2
219,rygning,2017,13.9
219,rygning,2021,11.9
219,rygning,2025,7.7
223,rygning,2010,13.8
223,rygning,2013,10.4
223,rygning,2017,9.6
223,rygning,2021,8.6
223,rygning,2025,6.8
230,rygning,2010,14.2
230,rygning,2013,8.5
230,rygning,2017,11.2
230,rygning,2021,7.8
230,rygning,2025,5.3
240,rygning,2010,17.8
240,rygning,2013,12.8
240,rygning,2017,12.1
240,rygning,2021,10.8
240,rygning,2025,7.4
250,rygning,2010,20.9
250,rygning,2013,14.2
250,rygning,2017,17.4
250,rygning,2021,13.3
250,rygning,2025,11.2
253,rygning,2010,19.6
253,rygning,2013,16.4
253,rygning,2017,14.8
253,rygning,2021,10.3
253,rygning,2025,9.9
259,rygning,2010,21.4
259,rygning,2013,17.3
259,rygning,2017,15.0
259,rygning,2021,13.7
259,rygning,2025,10.7
260,rygning,2010,24.7
260,rygning,2013,18.1
260,rygning,2017,20.0
260,rygning,2021,15.7
260,rygning,2025,14.0
265,rygning,2010,18.1
265,rygning,2013,15.0
265,rygning,2017,15.3
265,rygning,2021,12.9
265,rygning,2025,8.1
269,rygning,2010,17.6
269,rygning,2013,14.0
269,rygning,2017,13.2
269,rygning,2021,11.8
269,rygning,2025,8.8
270,rygning,2010,21.4
270,rygning,2013,17.5
270,rygning,2017,17.3
270,rygning,2021,14.6
270,rygning,2025,9.9
306,rygning,2010,26.2
306,rygning,2013,20.1
306,rygning,2017,22.5
306,rygning,2021,16.4
306,rygning,2025,14.3
316,rygning,2010,23.2
316,rygning,2013,18.6
316,rygning,2017,18.6
316,rygning,2021,16.9
316,rygning,2025,12.9
320,rygning,2010,24.2
320,rygning,2013,17.4
320,rygning,2017,18.2
320,rygning,2021,14.8
320,rygning,2025,12.2
326,rygning,2010,25.4
326,rygning,2013,18.8
326,rygning,2017,21.6
326,rygning,2021,18.6
326,rygning,2025,14.2
329,rygning,2010,23.8
329,rygning,2013,17.5
329,rygning,2017,18.5
329,rygning,2021,17.3
329,rygning,2025,12.1
330,rygning,2010,23.6
330,rygning,2013,20.5
330,rygning,2017,20.8
330,rygning,2021,17.4
330,rygning,2025,13.4
336,rygning,2010,23.9
336,rygning,2013,18.8
336,rygning,2017,20.3
336,rygning,2021,17.5
336,rygning,2025,12.8
340,rygning,2010,22.1
340,rygning,2013,16.5
340,rygning,2017,17.7
340,rygning,2021,15.7
340,rygning,2025,13.0
350,rygning,2010,18.9
350,rygning,2013,17.6
350,rygning,2017,13.5
350,rygning,2021,12.5
350,rygning,2025,10.1
360,rygning,2010,30.1
360,rygning,2013,23.0
360,rygning,2017,22.8
360,rygning,2021,21.7
360,rygning,2025,18.3
370,rygning,2010,21.3
370,rygning,2013,16.8
370,rygning,2017,16.5
370,rygning,2021,16.8
370,rygning,2025,11.7
376,rygning,2010,23.5
376,rygning,2013,18.6
376,rygning,2017,21.0
376,rygning,2021,19.2
376,rygning,2025,13.6
390,rygning,2010,25.5
390,rygning,2013,20.5
390,rygning,2017,20.7
390,rygning,2021,19.3
390,rygning,2025,14.8
400,rygning,2010,22.5
400,rygning,2013,15.8
400,rygning,2017,20.2
400,rygning,2021,15.5
400,rygning,2025,15.2
410,rygning,2010,21.6
410,rygning,2013,19.8
410,rygning,2017,18.5
410,rygning,2021,13.8
410,rygning,2025,10.0
420,rygning,2010,23.2
420,rygning,2013,21.0
420,rygning,2017,20.5
420,rygning,2021,16.2
420,rygning,2025,12.1
430,rygning,2010,23.6
430,rygning,2013,19.2
430,rygning,2017,18.0
430,rygning,2021,15.6
430,rygning,2025,13.1
440,rygning,2010,21.4
440,rygning,2013,19.8
440,rygning,2017,20.6
440,rygning,2021,14.8
440,rygning,2025,10.4
450,rygning,2010,22.6
450,rygning,2013,21.4
450,rygning,2017,20.2
450,rygning,2021,15.8
450,rygning,2025,12.1
461,rygning,2010,21.5
461,rygning,2013,17.5
461,rygning,2017,16.7
461,rygning,2021,12.6
461,rygning,2025,8.3
479,rygning,2010,21.6
479,rygning,2013,20.8
479,rygning,2017,18.5
479,rygning,2021,17.0
479,rygning,2025,11.2
480,rygning,2010,21.6
480,rygning,2013,20.2
480,rygning,2017,20.0
480,rygning,2021,17.1
480,rygning,2025,12.9
482,rygning,2010,26.9
482,rygning,2013,24.8
482,rygning,2017,23.8
482,rygning,2021,18.2
482,rygning,2025,14.6
492,rygning,2010,26.0
492,rygning,2013,22.9
492,rygning,2017,23.7
492,rygning,2021,18.5
492,rygning,2025,12.5
510,rygning,2010,23.1
510,rygning,2013,18.4
510,rygning,2017,21.8
510,rygning,2021,14.9
510,rygning,2025,9.3
530,rygning,2010,22.4
530,rygning,2013,17.1
530,rygning,2017,18.0
530,rygning,2021,14.1
530,rygning,2025,10.4
540,rygning,2010,22.4
540,rygning,2013,17.2
540,rygning,2017,18.5
540,rygning,2021,14.5
540,rygning,2025,10.4
550,rygning,2010,24.9
550,rygning,2013,20.0
550,rygning,2017,20.1
550,rygning,2021,18.3
550,rygning,2025,14.4
561,rygning,2010,23.7
561,rygning,2013,19.8
561,rygning,2017,19.0
561,rygning,2021,15.2
561,rygning,2025,13.2
563,rygning,2010,23.1
563,rygning,2013,19.9
563,rygning,2017,17.0
563,rygning,2021,13.8
563,rygning,2025,11.2
573,rygning,2010,20.7
573,rygning,2013,16.1
573,rygning,2017,18.5
573,rygning,2021,13.9
573,rygning,2025,12.2
575,rygning,2010,22.3
575,rygning,2013,19.0
575,rygning,2017,20.7
575,rygning,2021,15.8
575,rygning,2025,12.8
580,rygning,2010,21.6
580,rygning,2013,20.2
580,rygning,2017,19.3
580,rygning,2021,16.1
580,rygning,2025,11.3
607,rygning,2010,24.1
607,rygning,2013,21.8
607,rygning,2017,20.1
607,rygning,2021,16.4
607,rygning,2025,12.5
615,rygning,2010,22.2
615,rygning,2013,20.7
615,rygning,2017,19.6
615,rygning,2021,13.3
615,rygning,2025,10.8
621,rygning,2010,21.6
621,rygning,2013,19.6
621,rygning,2017,18.0
621,rygning,2021,14.3
621,rygning,2025,9.3
630,rygning,2010,19.8
630,rygning,2013,19.3
630,rygning,2017,16.5
630,rygning,2021,13.3
630,rygning,2025,9.2
657,rygning,2010,19.3
657,rygning,2013,16.3
657,rygning,2017,15.7
657,rygning,2021,12.8
657,rygning,2025,8.9
661,rygning,2010,20.8
661,rygning,2013,18.5
661,rygning,2017,14.8
661,rygning,2021,13.4
661,rygning,2025,9.8
665,rygning,2010,23.0
665,rygning,2013,20.7
665,rygning,2017,18.0
665,rygning,2021,16.1
665,rygning,2025,12.5
671,rygning,2010,22.0
671,rygning,2013,17.8
671,rygning,2017,16.7
671,rygning,2021,17.0
671,rygning,2025,14.2
706,rygning,2010,22.9
706,rygning,2013,18.3
706,rygning,2017,17.8
706,rygning,2021,13.4
706,rygning,2025,11.7
707,rygning,2010,25.0
707,rygning,2013,19.4
707,rygning,2017,19.7
707,rygning,2021,16.6
707,rygning,2025,14.7
710,rygning,2010,20.1
710,rygning,2013,17.8
710,rygning,2017,14.5
710,rygning,2021,11.0
710,rygning,2025,9.2
727,rygning,2010,22.5
727,rygning,2013,16.8
727,rygning,2017,16.0
727,rygning,2021,12.6
727,rygning,2025,11.2
730,rygning,2010,23.0
730,rygning,2013,18.9
730,rygning,2017,17.8
730,rygning,2021,15.6
730,rygning,2025,10.9
740,rygning,2010,19.2
740,rygning,2013,14.0
740,rygning,2017,15.5
740,rygning,2021,11.5
740,rygning,2025,8.8
741,rygning,2010,24.0
741,rygning,2013,22.6
741,rygning,2017,18.1
741,rygning,2021,15.5
741,rygning,2025,10.4
746,rygning,2010,18.7
746,rygning,2013,16.0
746,rygning,2017,13.3
746,rygning,2021,10.8
746,rygning,2025,8.7
751,rygning,2010,17.2
751,rygning,2013,14.7
751,rygning,2017,12.8
751,rygning,2021,11.1
751,rygning,2025,8.3
756,rygning,2010,20.3
756,rygning,2013,19.5
756,rygning,2017,17.2
756,rygning,2021,15.2
756,rygning,2025,10.5
760,rygning,2010,22.1
760,rygning,2013,18.2
760,rygning,2017,17.1
760,rygning,2021,14.0
760,rygning,2025,12.3
766,rygning,2010,20.9
766,rygning,2013,17.6
766,rygning,2017,17.6
766,rygning,2021,15.0
766,rygning,2025,10.5
773,rygning,2010,25.5
773,rygning,2013,20.9
773,rygning,2017,19.1
773,rygning,2021,16.9
773,rygning,2025,13.2
779,rygning,2010,22.8
779,rygning,2013,17.7
779,rygning,2017,17.6
779,rygning,2021,15.6
779,rygning,2025,10.7
787,rygning,2010,22.9
787,rygning,2013,17.9
787,rygning,2017,17.1
787,rygning,2021,15.5
787,rygning,2025,11.9
791,rygning,2010,22.0
791,rygning,2013,17.3
791,rygning,2017,16.6
791,rygning,2021,12.5
791,rygning,2025,10.8
810,rygning,2010,21.4
810,rygning,2013,16.8
810,rygning,2017,17.6
810,rygning,2021,13.7
810,rygning,2025,9.1
813,rygning,2010,25.0
813,rygning,2013,19.4
813,rygning,2017,19.4
813,rygning,2021,15.0
813,rygning,2025,12.5
820,rygning,2010,22.4
820,rygning,2013,18.1
820,rygning,2017,17.3
820,rygning,2021,15.5
820,rygning,2025,12.1
825,rygning,2010,23.2
825,rygning,2013,17.9
825,rygning,2017,20.4
825,rygning,2021,16.4
825,rygning,2025,8.6
840,rygning,2010,20.5
840,rygning,2013,13.7
840,rygning,2017,14.7
840,rygning,2021,13.4
840,rygning,2025,8.0
846,rygning,2010,22.0
846,rygning,2013,19.0
846,rygning,2017,17.6
846,rygning,2021,12.7
846,rygning,2025,10.4
849,rygning,2010,21.9
849,rygning,2013,18.2
849,rygning,2017,18.4
849,rygning,2021,16.0
849,rygning,2025,12.0
851,rygning,2010,20.0
851,rygning,2013,14.9
851,rygning,2017,15.6
851,rygning,2021,13.1
851,rygning,2025,9.0
860,rygning,2010,22.9
860,rygning,2013,18.2
860,rygning,2017,17.1
860,rygning,2021,14.9
860,rygning,2025,10.6
101,selvvurderet_helbred,2010,86.5
101,selvvurderet_helbred,2013,88.1
101,selvvurderet_helbred,2017,87.2
101,selvvurderet_helbred,2021,85.7
101,selvvurderet_helbred,2025,85.4
147,selvvurderet_helbred,2010,88.4
147,selvvurderet_helbred,2013,89.1
147,selvvurderet_helbred,2017,87.4
147,selvvurderet_helbred,2021,85.7
147,selvvurderet_helbred,2025,85.7
151,selvvurderet_helbred,2010,84.0
151,selvvurderet_helbred,2013,84.1
151,selvvurderet_helbred,2017,83.0
151,selvvurderet_helbred,2021,83.0
151,selvvurderet_helbred,2025,80.0
153,selvvurderet_helbred,2010,79.6
153,selvvurderet_helbred,2013,80.3
153,selvvurderet_helbred,2017,79.7
153,selvvurderet_helbred,2021,82.1
153,selvvurderet_helbred,2025,75.5
155,selvvurderet_helbred,2010,88.0
155,selvvurderet_helbred,2013,88.0
155,selvvurderet_helbred,2017,88.5
155,selvvurderet_helbred,2021,85.0
155,selvvurderet_helbred,2025,84.1
157,selvvurderet_helbred,2010,87.9
157,selvvurderet_helbred,2013,91.7
157,selvvurderet_helbred,2017,88.3
157,selvvurderet_helbred,2021,87.8
157,selvvurderet_helbred,2025,86.8
159,selvvurderet_helbred,2010,86.4
159,selvvurderet_helbred,2013,86.6
159,selvvurderet_helbred,2017,83.2
159,selvvurderet_helbred,2021,84.8
159,selvvurderet_helbred,2025,82.6
161,selvvurderet_helbred,2010,84.8
161,selvvurderet_helbred,2013,83.3
161,selvvurderet_helbred,2017,81.4
161,selvvurderet_helbred,2021,81.6
161,selvvurderet_helbred,2025,80.8
163,selvvurderet_helbred,2010,84.6
163,selvvurderet_helbred,2013,84.5
163,selvvurderet_helbred,2017,80.8
163,selvvurderet_helbred,2021,82.0
163,selvvurderet_helbred,2025,81.6
165,selvvurderet_helbred,2010,84.4
165,selvvurderet_helbred,2013,85.4
165,selvvurderet_helbred,2017,80.6
165,selvvurderet_helbred,2021,80.5
165,selvvurderet_helbred,2025,77.2
167,selvvurderet_helbred,2010,86.3
167,selvvurderet_helbred,2013,83.2
167,selvvurderet_helbred,2017,83.8
167,selvvurderet_helbred,2021,82.3
167,selvvurderet_helbred,2025,81.1
169,selvvurderet_helbred,2010,83.0
169,selvvurderet_helbred,2013,82.9
169,selvvurderet_helbred,2017,81.6
169,selvvurderet_helbred,2021,81.0
169,selvvurderet_helbred,2025,82.5
173,selvvurderet_helbred,2010,88.8
173,selvvurderet_helbred,2013,87.9
173,selvvurderet_helbred,2017,86.7
173,selvvurderet_helbred,2021,85.2
173,selvvurderet_helbred,2025,86.5
175,selvvurderet_helbred,2010,85.9
175,selvvurderet_helbred,2013,86.7
175,selvvurderet_helbred,2017,83.7
175,selvvurderet_helbred,2021,83.0
175,selvvurderet_helbred,2025,83.6
183,selvvurderet_helbred,2010,80.9
183,selvvurderet_helbred,2013,80.6
183,selvvurderet_helbred,2017,79.3
183,selvvurderet_helbred,2021,80.7
183,selvvurderet_helbred,2025,78.1
185,selvvurderet_helbred,2010,84.0
185,selvvurderet_helbred,2013,85.3
185,selvvurderet_helbred,2017,81.3
185,selvvurderet_helbred,2021,82.7
185,selvvurderet_helbred,2025,80.7
187,selvvurderet_helbred,2010,88.5
187,selvvurderet_helbred,2013,88.7
187,selvvurderet_helbred,2017,85.9
187,selvvurderet_helbred,2021,87.5
187,selvvurderet_helbred,2025,86.9
190,selvvurderet_helbred,2010,89.6
190,selvvurderet_helbred,2013,89.2
190,selvvurderet_helbred,2017,86.9
190,selvvurderet_helbred,2021,86.7
190,selvvurderet_helbred,2025,85.7
201,selvvurderet_helbred,2010,89.6
201,selvvurderet_helbred,2013,88.6
201,selvvurderet_helbred,2017,87.4
201,selvvurderet_helbred,2021,88.3
201,selvvurderet_helbred,2025,85.5
210,selvvurderet_helbred,2010,82.2
210,selvvurderet_helbred,2013,85.5
210,selvvurderet_helbred,2017,83.6
210,selvvurderet_helbred,2021,84.4
210,selvvurderet_helbred,2025,82.6
217,selvvurderet_helbred,2010,82.6
217,selvvurderet_helbred,2013,82.9
217,selvvurderet_helbred,2017,82.6
217,selvvurderet_helbred,2021,81.2
217,selvvurderet_helbred,2025,81.3
219,selvvurderet_helbred,2010,85.5
219,selvvurderet_helbred,2013,86.9
219,selvvurderet_helbred,2017,85.4
219,selvvurderet_helbred,2021,84.9
219,selvvurderet_helbred,2025,83.1
223,selvvurderet_helbred,2010,87.7
223,selvvurderet_helbred,2013,88.5
223,selvvurderet_helbred,2017,87.9
223,selvvurderet_helbred,2021,84.5
223,selvvurderet_helbred,2025,85.1
230,selvvurderet_helbred,2010,89.5
230,selvvurderet_helbred,2013,87.8
230,selvvurderet_helbred,2017,87.8
230,selvvurderet_helbred,2021,85.1
230,selvvurderet_helbred,2025,87.5
240,selvvurderet_helbred,2010,88.0
240,selvvurderet_helbred,2013,89.5
240,selvvurderet_helbred,2017,86.2
240,selvvurderet_helbred,2021,85.5
240,selvvurderet_helbred,2025,85.4
250,selvvurderet_helbred,2010,84.1
250,selvvurderet_helbred,2013,85.2
250,selvvurderet_helbred,2017,83.6
250,selvvurderet_helbred,2021,81.9
250,selvvurderet_helbred,2025,78.9
253,selvvurderet_helbred,2010,86.2
253,selvvurderet_helbred,2013,85.9
253,selvvurderet_helbred,2017,84.7
253,selvvurderet_helbred,2021,84.9
253,selvvurderet_helbred,2025,81.9
259,selvvurderet_helbred,2010,82.6
259,selvvurderet_helbred,2013,84.7
259,selvvurderet_helbred,2017,82.7
259,selvvurderet_helbred,2021,81.5
259,selvvurderet_helbred,2025,80.2
260,selvvurderet_helbred,2010,84.3
260,selvvurderet_helbred,2013,84.5
260,selvvurderet_helbred,2017,78.8
260,selvvurderet_helbred,2021,80.2
260,selvvurderet_helbred,2025,76.2
265,selvvurderet_helbred,2010,85.3
265,selvvurderet_helbred,2013,85.6
265,selvvurderet_helbred,2017,84.2
265,selvvurderet_helbred,2021,86.6
265,selvvurderet_helbred,2025,82.9
269,selvvurderet_helbred,2010,85.3
269,selvvurderet_helbred,2013,86.8
269,selvvurderet_helbred,2017,85.3
269,selvvurderet_helbred,2021,86.8
269,selvvurderet_helbred,2025,82.3
270,selvvurderet_helbred,2010,83.4
270,selvvurderet_helbred,2013,85.6
270,selvvurderet_helbred,2017,83.6
270,selvvurderet_helbred,2021,80.2
270,selvvurderet_helbred,2025,81.0
306,selvvurderet_helbred,2010,77.6
306,selvvurderet_helbred,2013,82.3
306,selvvurderet_helbred,2017,75.2
306,selvvurderet_helbred,2021,76.7
306,selvvurderet_helbred,2025,77.7
316,selvvurderet_helbred,2010,84.7
316,selvvurderet_helbred,2013,85.6
316,selvvurderet_helbred,2017,80.4
316,selvvurderet_helbred,2021,81.2
316,selvvurderet_helbred,2025,80.6
320,selvvurderet_helbred,2010,81.8
320,selvvurderet_helbred,2013,84.6
320,selvvurderet_helbred,2017,82.0
320,selvvurderet_helbred,2021,79.4
320,selvvurderet_helbred,2025,77.9
326,selvvurderet_helbred,2010,82.3
326,selvvurderet_helbred,2013,81.7
326,selvvurderet_helbred,2017,78.3
326,selvvurderet_helbred,2021,79.7
326,selvvurderet_helbred,2025,76.5
329,selvvurderet_helbred,2010,83.2
329,selvvurderet_helbred,2013,84.0
329,selvvurderet_helbred,2017,81.9
329,selvvurderet_helbred,2021,83.1
329,selvvurderet_helbred,2025,80.0
330,selvvurderet_helbred,2010,84.2
330,selvvurderet_helbred,2013,81.4
330,selvvurderet_helbred,2017,78.8
330,selvvurderet_helbred,2021,79.0
330,selvvurderet_helbred,2025,78.7
336,selvvurderet_helbred,2010,82.4
336,selvvurderet_helbred,2013,84.9
336,selvvurderet_helbred,2017,81.9
336,selvvurderet_helbred,2021,79.5
336,selvvurderet_helbred,2025,83.2
340,selvvurderet_helbred,2010,83.5
340,selvvurderet_helbred,2013,83.6
340,selvvurderet_helbred,2017,81.6
340,selvvurderet_helbred,2021,82.9
340,selvvurderet_helbred,2025,80.0
350,selvvurderet_helbred,2010,87.9
350,selvvurderet_helbred,2013,86.9
350,selvvurderet_helbred,2017,84.8
350,selvvurderet_helbred,2021,83.7
350,selvvurderet_helbred,2025,83.0
360,selvvurderet_helbred,2010,78.4
360,selvvurderet_helbred,2013,78.9
360,selvvurderet_helbred,2017,76.7
360,selvvurderet_helbred,2021,76.2
360,selvvurderet_helbred,2025,77.1
370,selvvurderet_helbred,2010,84.0
370,selvvurderet_helbred,2013,84.0
370,selvvurderet_helbred,2017,84.2
370,selvvurderet_helbred,2021,80.6
370,selvvurderet_helbred,2025,80.3
376,selvvurderet_helbred,2010,81.4
376,selvvurderet_helbred,2013,81.6
376,selvvurderet_helbred,2017,80.0
376,selvvurderet_helbred,2021,78.6
376,selvvurderet_helbred,2025,77.4
390,selvvurderet_helbred,2010,81.5
390,selvvurderet_helbred,2013,82.8
390,selvvurderet_helbred,2017,80.8
390,selvvurderet_helbred,2021,79.5
390,selvvurderet_helbred,2025,74.3
400,selvvurderet_helbred,2010,82.8
400,selvvurderet_helbred,2013,84.6
400,selvvurderet_helbred,2017,77.3
400,selvvurderet_helbred,2021,80.1
400,selvvurderet_helbred,2025,78.7
410,selvvurderet_helbred,2010,83.6
410,selvvurderet_helbred,2013,82.6
410,selvvurderet_helbred,2017,81.9
410,selvvurderet_helbred,2021,82.4
410,selvvurderet_helbred,2025,84.7
420,selvvurderet_helbred,2010,83.3
420,selvvurderet_helbred,2013,81.5
420,selvvurderet_helbred,2017,80.2
420,selvvurderet_helbred,2021,80.1
420,selvvurderet_helbred,2025,79.9
430,selvvurderet_helbred,2010,83.0
430,selvvurderet_helbred,2013,81.7
430,selvvurderet_helbred,2017,81.2
430,selvvurderet_helbred,2021,82.0
430,selvvurderet_helbred,2025,81.1
440,selvvurderet_helbred,2010,81.8
440,selvvurderet_helbred,2013,81.4
440,selvvurderet_helbred,2017,79.5
440,selvvurderet_helbred,2021,80.9
440,selvvurderet_helbred,2025,79.1
450,selvvurderet_helbred,2010,82.6
450,selvvurderet_helbred,2013,81.5
450,selvvurderet_helbred,2017,79.1
450,selvvurderet_helbred,2021,81.4
450,selvvurderet_helbred,2025,81.1
461,selvvurderet_helbred,2010,82.3
461,selvvurderet_helbred,2013,85.3
461,selvvurderet_helbred,2017,81.6
461,selvvurderet_helbred,2021,82.4
461,selvvurderet_helbred,2025,82.7
479,selvvurderet_helbred,2010,83.7
479,selvvurderet_helbred,2013,83.4
479,selvvurderet_helbred,2017,83.6
479,selvvurderet_helbred,2021,81.8
479,selvvurderet_helbred,2025,83.3
480,selvvurderet_helbred,2010,83.1
480,selvvurderet_helbred,2013,82.3
480,selvvurderet_helbred,2017,80.1
480,selvvurderet_helbred,2021,82.2
480,selvvurderet_helbred,2025,81.0
482,selvvurderet_helbred,2010,77.1
482,selvvurderet_helbred,2013,80.6
482,selvvurderet_helbred,2017,76.5
482,selvvurderet_helbred,2021,77.5
482,selvvurderet_helbred,2025,74.5
492,selvvurderet_helbred,2010,81.3
492,selvvurderet_helbred,2013,82.8
492,selvvurderet_helbred,2017,79.1
492,selvvurderet_helbred,2021,79.5
492,selvvurderet_helbred,2025,81.5
510,selvvurderet_helbred,2010,83.1
510,selvvurderet_helbred,2013,82.7
510,selvvurderet_helbred,2017,81.2
510,selvvurderet_helbred,2021,84.0
510,selvvurderet_helbred,2025,81.2
530,selvvurderet_helbred,2010,83.1
530,selvvurderet_helbred,2013,84.2
530,selvvurderet_helbred,2017,82.3
530,selvvurderet_helbred,2021,84.0
530,selvvurderet_helbred,2025,80.8
540,selvvurderet_helbred,2010,82.5
540,selvvurderet_helbred,2013,83.9
540,selvvurderet_helbred,2017,80.9
540,selvvurderet_helbred,2021,83.1
540,selvvurderet_helbred,2025,81.9
550,selvvurderet_helbred,2010,81.6
550,selvvurderet_helbred,2013,84.5
550,selvvurderet_helbred,2017,81.7
550,selvvurderet_helbred,2021,81.6
550,selvvurderet_helbred,2025,79.6
561,selvvurderet_helbred,2010,82.7
561,selvvurderet_helbred,2013,83.0
561,selvvurderet_helbred,2017,78.3
561,selvvurderet_helbred,2021,83.4
561,selvvurderet_helbred,2025,79.2
563,selvvurderet_helbred,2010,83.4
563,selvvurderet_helbred,2013,87.7
563,selvvurderet_helbred,2017,80.7
563,selvvurderet_helbred,2021,83.3
563,selvvurderet_helbred,2025,84.0
573,selvvurderet_helbred,2010,85.5
573,selvvurderet_helbred,2013,85.6
573,selvvurderet_helbred,2017,81.7
573,selvvurderet_helbred,2021,85.0
573,selvvurderet_helbred,2025,82.2
575,selvvurderet_helbred,2010,83.0
575,selvvurderet_helbred,2013,83.7
575,selvvurderet_helbred,2017,81.0
575,selvvurderet_helbred,2021,83.0
575,selvvurderet_helbred,2025,80.5
580,selvvurderet_helbred,2010,82.6
580,selvvurderet_helbred,2013,82.0
580,selvvurderet_helbred,2017,79.7
580,selvvurderet_helbred,2021,81.6
580,selvvurderet_helbred,2025,81.1
607,selvvurderet_helbred,2010,82.5
607,selvvurderet_helbred,2013,80.8
607,selvvurderet_helbred,2017,80.8
607,selvvurderet_helbred,2021,81.0
607,selvvurderet_helbred,2025,79.7
615,selvvurderet_helbred,2010,84.2
615,selvvurderet_helbred,2013,84.6
615,selvvurderet_helbred,2017,83.5
615,selvvurderet_helbred,2021,82.7
615,selvvurderet_helbred,2025,82.7
621,selvvurderet_helbred,2010,83.0
621,selvvurderet_helbred,2013,83.1
621,selvvurderet_helbred,2017,81.1
621,selvvurderet_helbred,2021,82.8
621,selvvurderet_helbred,2025,80.3
630,selvvurderet_helbred,2010,85.4
630,selvvurderet_helbred,2013,84.3
630,selvvurderet_helbred,2017,80.9
630,selvvurderet_helbred,2021,84.0
630,selvvurderet_helbred,2025,81.5
657,selvvurderet_helbred,2010,86.2
657,selvvurderet_helbred,2013,86.4
657,selvvurderet_helbred,2017,82.9
657,selvvurderet_helbred,2021,84.0
657,selvvurderet_helbred,2025,82.7
661,selvvurderet_helbred,2010,87.4
661,selvvurderet_helbred,2013,86.1
