kommune_kode,indicator_id,periode_start,periode_slut,vaerdi_start,vaerdi_slut,pct,retning,n_aar,kilde,noegle_indikator
101,_dim_arealanvendelse,2011,2024,,,-1.17,stagneret,4,Danmarks Statistik,areal_bebygget
147,_dim_arealanvendelse,2011,2024,,,-0.0,stagneret,4,Danmarks Statistik,areal_bebygget
151,_dim_arealanvendelse,2011,2024,,,-2.17,forkert,4,Danmarks Statistik,areal_bebygget
153,_dim_arealanvendelse,2011,2024,,,-1.88,forkert,4,Danmarks Statistik,areal_bebygget
155,_dim_arealanvendelse,2011,2024,,,-2.25,forkert,4,Danmarks Statistik,areal_bebygget
157,_dim_arealanvendelse,2011,2024,,,-0.24,stagneret,4,Danmarks Statistik,areal_bebygget
159,_dim_arealanvendelse,2011,2024,,,-0.12,stagneret,4,Danmarks Statistik,areal_bebygget
161,_dim_arealanvendelse,2011,2024,,,-4.28,forkert,4,Danmarks Statistik,areal_bebygget
163,_dim_arealanvendelse,2011,2024,,,-1.0,stagneret,4,Danmarks Statistik,areal_bebygget
165,_dim_arealanvendelse,2011,2024,,,-2.28,forkert,4,Danmarks Statistik,areal_bebygget
167,_dim_arealanvendelse,2011,2024,,,-1.79,forkert,4,Danmarks Statistik,areal_bebygget
169,_dim_arealanvendelse,2011,2024,,,-0.0,stagneret,4,Danmarks Statistik,areal_bebygget
173,_dim_arealanvendelse,2011,2024,,,-1.21,stagneret,4,Danmarks Statistik,areal_bebygget
175,_dim_arealanvendelse,2011,2024,,,-0.46,stagneret,4,Danmarks Statistik,areal_bebygget
183,_dim_arealanvendelse,2011,2024,,,-5.65,forkert,4,Danmarks Statistik,areal_bebygget
185,_dim_arealanvendelse,2011,2024,,,-2.23,stagneret,4,Danmarks Statistik,areal_bebygget
187,_dim_arealanvendelse,2011,2024,,,-2.7,forkert,4,Danmarks Statistik,areal_bebygget
190,_dim_arealanvendelse,2011,2024,,,-2.22,stagneret,4,Danmarks Statistik,areal_bebygget
201,_dim_arealanvendelse,2011,2024,,,-3.23,stagneret,4,Danmarks Statistik,areal_bebygget
210,_dim_arealanvendelse,2011,2024,,,-3.9,stagneret,4,Danmarks Statistik,areal_bebygget
217,_dim_arealanvendelse,2011,2024,,,-1.96,stagneret,4,Danmarks Statistik,areal_bebygget
219,_dim_arealanvendelse,2011,2024,,,-5.0,stagneret,4,Danmarks Statistik,areal_bebygget
223,_dim_arealanvendelse,2011,2024,,,-1.68,stagneret,4,Danmarks Statistik,areal_bebygget
230,_dim_arealanvendelse,2011,2024,,,-1.15,stagneret,4,Danmarks Statistik,areal_bebygget
240,_dim_arealanvendelse,2011,2024,,,-6.25,forkert,4,Danmarks Statistik,areal_bebygget
250,_dim_arealanvendelse,2011,2024,,,-5.24,forkert,4,Danmarks Statistik,areal_bebygget
253,_dim_arealanvendelse,2011,2024,,,-6.15,forkert,4,Danmarks Statistik,areal_bebygget
259,_dim_arealanvendelse,2011,2024,,,-10.29,forkert,4,Danmarks Statistik,areal_bebygget
260,_dim_arealanvendelse,2011,2024,,,-1.96,stagneret,4,Danmarks Statistik,areal_bebygget
265,_dim_arealanvendelse,2011,2024,,,-5.64,forkert,4,Danmarks Statistik,areal_bebygget
269,_dim_arealanvendelse,2011,2024,,,-8.97,forkert,4,Danmarks Statistik,areal_bebygget
270,_dim_arealanvendelse,2011,2024,,,-2.17,stagneret,4,Danmarks Statistik,areal_bebygget
306,_dim_arealanvendelse,2011,2024,,,-5.31,forkert,4,Danmarks Statistik,areal_bebygget
316,_dim_arealanvendelse,2011,2024,,,6.04,rigtig,4,Danmarks Statistik,areal_intensiv
320,_dim_arealanvendelse,2011,2024,,,5.39,tempo,4,Danmarks Statistik,areal_intensiv
326,_dim_arealanvendelse,2011,2024,,,4.26,tempo,4,Danmarks Statistik,areal_intensiv
329,_dim_arealanvendelse,2011,2024,,,5.52,tempo,4,Danmarks Statistik,areal_intensiv
330,_dim_arealanvendelse,2011,2024,,,4.46,tempo,4,Danmarks Statistik,areal_intensiv
336,_dim_arealanvendelse,2011,2024,,,2.81,tempo,4,Danmarks Statistik,areal_intensiv
340,_dim_arealanvendelse,2011,2024,,,-4.65,stagneret,4,Danmarks Statistik,areal_bebygget
350,_dim_arealanvendelse,2011,2024,,,-5.07,stagneret,4,Danmarks Statistik,areal_bebygget
360,_dim_arealanvendelse,2011,2024,,,1.72,tempo,4,Danmarks Statistik,areal_intensiv
370,_dim_arealanvendelse,2011,2024,,,4.94,tempo,4,Danmarks Statistik,areal_intensiv
376,_dim_arealanvendelse,2011,2024,,,1.76,tempo,4,Danmarks Statistik,areal_intensiv
390,_dim_arealanvendelse,2011,2024,,,3.68,tempo,4,Danmarks Statistik,areal_intensiv
400,_dim_arealanvendelse,2011,2024,,,3.88,tempo,4,Danmarks Statistik,areal_intensiv
410,_dim_arealanvendelse,2011,2024,,,-8.64,forkert,4,Danmarks Statistik,areal_bebygget
420,_dim_arealanvendelse,2011,2024,,,5.22,tempo,4,Danmarks Statistik,areal_intensiv
430,_dim_arealanvendelse,2011,2024,,,5.44,tempo,4,Danmarks Statistik,areal_intensiv
440,_dim_arealanvendelse,2011,2024,,,5.45,tempo,4,Danmarks Statistik,areal_intensiv
450,_dim_arealanvendelse,2011,2024,,,2.44,tempo,4,Danmarks Statistik,areal_intensiv
461,_dim_arealanvendelse,2011,2024,,,-8.23,forkert,4,Danmarks Statistik,areal_bebygget
479,_dim_arealanvendelse,2011,2024,,,-5.59,stagneret,4,Danmarks Statistik,areal_bebygget
480,_dim_arealanvendelse,2011,2024,,,3.87,tempo,4,Danmarks Statistik,areal_intensiv
482,_dim_arealanvendelse,2011,2024,,,2.87,tempo,4,Danmarks Statistik,areal_intensiv
492,_dim_arealanvendelse,2011,2024,,,5.06,tempo,4,Danmarks Statistik,areal_intensiv
510,_dim_arealanvendelse,2011,2024,,,3.47,tempo,4,Danmarks Statistik,areal_intensiv
530,_dim_arealanvendelse,2011,2024,,,6.49,rigtig,4,Danmarks Statistik,areal_intensiv
540,_dim_arealanvendelse,2011,2024,,,-6.49,stagneret,4,Danmarks Statistik,areal_bebygget
550,_dim_arealanvendelse,2011,2024,,,2.67,tempo,4,Danmarks Statistik,areal_intensiv
561,_dim_arealanvendelse,2011,2024,,,5.86,rigtig,4,Danmarks Statistik,areal_intensiv
563,_dim_arealanvendelse,2011,2024,,,-0.88,stagneret,4,Danmarks Statistik,areal_bebygget
573,_dim_arealanvendelse,2011,2024,,,6.64,rigtig,4,Danmarks Statistik,areal_intensiv
575,_dim_arealanvendelse,2011,2024,,,4.35,tempo,4,Danmarks Statistik,areal_intensiv
580,_dim_arealanvendelse,2011,2024,,,4.04,tempo,4,Danmarks Statistik,areal_intensiv
607,_dim_arealanvendelse,2011,2024,,,-14.39,forkert,4,Danmarks Statistik,areal_bebygget
615,_dim_arealanvendelse,2011,2024,,,-14.0,forkert,4,Danmarks Statistik,areal_bebygget
621,_dim_arealanvendelse,2011,2024,,,-8.11,forkert,4,Danmarks Statistik,areal_bebygget
630,_dim_arealanvendelse,2011,2024,,,-10.4,forkert,4,Danmarks Statistik,areal_bebygget
657,_dim_arealanvendelse,2011,2024,,,5.26,tempo,4,Danmarks Statistik,areal_intensiv
661,_dim_arealanvendelse,2011,2024,,,7.33,rigtig,4,Danmarks Statistik,areal_intensiv
665,_dim_arealanvendelse,2011,2024,,,4.11,tempo,4,Danmarks Statistik,areal_intensiv
671,_dim_arealanvendelse,2011,2024,,,2.7,tempo,4,Danmarks Statistik,areal_intensiv
706,_dim_arealanvendelse,2011,2024,,,-3.1,stagneret,4,Danmarks Statistik,areal_bebygget
707,_dim_arealanvendelse,2011,2024,,,4.29,tempo,4,Danmarks Statistik,areal_intensiv
710,_dim_arealanvendelse,2011,2024,,,5.54,tempo,4,Danmarks Statistik,areal_intensiv
727,_dim_arealanvendelse,2011,2024,,,3.74,tempo,4,Danmarks Statistik,areal_intensiv
730,_dim_arealanvendelse,2011,2024,,,4.64,tempo,4,Danmarks Statistik,areal_intensiv
740,_dim_arealanvendelse,2011,2024,,,-9.16,forkert,4,Danmarks Statistik,areal_bebygget
741,_dim_arealanvendelse,2011,2024,,,3.7,tempo,4,Danmarks Statistik,areal_intensiv
746,_dim_arealanvendelse,2011,2024,,,-7.89,forkert,4,Danmarks Statistik,areal_bebygget
751,_dim_arealanvendelse,2011,2024,,,-10.77,forkert,4,Danmarks Statistik,areal_bebygget
756,_dim_arealanvendelse,2011,2024,,,6.14,rigtig,4,Danmarks Statistik,areal_intensiv
760,_dim_arealanvendelse,2011,2024,,,4.53,tempo,4,Danmarks Statistik,areal_intensiv
766,_dim_arealanvendelse,2011,2024,,,5.27,tempo,4,Danmarks Statistik,areal_intensiv
773,_dim_arealanvendelse,2011,2024,,,3.98,tempo,4,Danmarks Statistik,areal_intensiv
779,_dim_arealanvendelse,2011,2024,,,4.16,tempo,4,Danmarks Statistik,areal_intensiv
787,_dim_arealanvendelse,2011,2024,,,3.09,tempo,4,Danmarks Statistik,areal_intensiv
791,_dim_arealanvendelse,2011,2024,,,6.78,rigtig,4,Danmarks Statistik,areal_intensiv
810,_dim_arealanvendelse,2011,2024,,,5.09,tempo,4,Danmarks Statistik,areal_intensiv
813,_dim_arealanvendelse,2011,2024,,,-2.19,stagneret,4,Danmarks Statistik,areal_bebygget
820,_dim_arealanvendelse,2011,2024,,,2.94,tempo,4,Danmarks Statistik,areal_intensiv
825,_dim_arealanvendelse,2011,2024,,,-2.13,forkert,4,Danmarks Statistik,areal_bebygget
840,_dim_arealanvendelse,2011,2024,,,4.51,tempo,4,Danmarks Statistik,areal_intensiv
846,_dim_arealanvendelse,2011,2024,,,4.88,tempo,4,Danmarks Statistik,areal_intensiv
849,_dim_arealanvendelse,2011,2024,,,3.65,tempo,4,Danmarks Statistik,areal_intensiv
851,_dim_arealanvendelse,2011,2024,,,-3.9,stagneret,4,Danmarks Statistik,areal_bebygget
860,_dim_arealanvendelse,2011,2024,,,5.15,tempo,4,Danmarks Statistik,areal_intensiv
101,_dim_bolig,2010-2012,2024-2026,,,3.69,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
147,_dim_bolig,2010-2012,2024-2026,,,11.78,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
151,_dim_bolig,2010-2012,2024-2026,,,-4.97,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
153,_dim_bolig,2010-2012,2024-2026,,,-27.72,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
155,_dim_bolig,2010-2012,2024-2026,,,3.06,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
157,_dim_bolig,2010-2012,2024-2026,,,13.61,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
159,_dim_bolig,2010-2012,2024-2026,,,0.82,stagneret,17,Danmarks Statistik,gennemsnit af 2 indikatorer
161,_dim_bolig,2010-2012,2024-2026,,,-15.32,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
163,_dim_bolig,2010-2012,2024-2026,,,-10.77,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
165,_dim_bolig,2010-2012,2024-2026,,,-117.15,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
167,_dim_bolig,2010-2012,2024-2026,,,10.93,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
169,_dim_bolig,2010-2012,2024-2026,,,-24.12,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
173,_dim_bolig,2010-2012,2024-2026,,,1.93,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
175,_dim_bolig,2010-2012,2024-2026,,,9.3,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
183,_dim_bolig,2010-2012,2024-2026,,,19.28,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
185,_dim_bolig,2010-2012,2024-2026,,,0.22,stagneret,17,Danmarks Statistik,gennemsnit af 2 indikatorer
187,_dim_bolig,2010-2012,2024-2026,,,12.31,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
190,_dim_bolig,2010-2012,2024-2026,,,15.34,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
201,_dim_bolig,2010-2012,2024-2026,,,-5.54,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
210,_dim_bolig,2010-2012,2024-2026,,,6.46,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
217,_dim_bolig,2010-2012,2024-2026,,,11.32,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
219,_dim_bolig,2010-2012,2024-2026,,,0.84,stagneret,17,Danmarks Statistik,gennemsnit af 2 indikatorer
223,_dim_bolig,2010-2012,2024-2026,,,3.46,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
230,_dim_bolig,2010-2012,2024-2026,,,-4.0,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
240,_dim_bolig,2010-2012,2024-2026,,,-4.04,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
250,_dim_bolig,2010-2012,2024-2026,,,6.77,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
253,_dim_bolig,2010-2012,2024-2026,,,6.25,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
259,_dim_bolig,2010-2012,2024-2026,,,1.8,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
260,_dim_bolig,2010-2012,2024-2026,,,14.9,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
265,_dim_bolig,2010-2012,2024-2026,,,-3.49,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
269,_dim_bolig,2010-2012,2024-2026,,,5.71,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
270,_dim_bolig,2010-2012,2024-2026,,,6.56,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
306,_dim_bolig,2010-2012,2024-2026,,,6.21,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
316,_dim_bolig,2010-2012,2024-2026,,,4.69,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
320,_dim_bolig,2010-2012,2024-2026,,,10.91,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
326,_dim_bolig,2010-2012,2024-2026,,,1.18,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
329,_dim_bolig,2010-2012,2024-2026,,,8.87,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
330,_dim_bolig,2010-2012,2024-2026,,,4.33,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
336,_dim_bolig,2010-2012,2024-2026,,,9.68,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
340,_dim_bolig,2010-2012,2024-2026,,,11.81,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
350,_dim_bolig,2010-2012,2024-2026,,,4.63,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
360,_dim_bolig,2010-2012,2024-2026,,,-7.65,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
370,_dim_bolig,2010-2012,2024-2026,,,16.6,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
376,_dim_bolig,2010-2012,2024-2026,,,-1.5,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
390,_dim_bolig,2010-2012,2024-2026,,,-0.49,stagneret,17,Danmarks Statistik,gennemsnit af 2 indikatorer
400,_dim_bolig,2010-2012,2024-2026,,,-31.06,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
410,_dim_bolig,2010-2012,2024-2026,,,2.66,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
420,_dim_bolig,2010-2012,2024-2026,,,-1.73,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
430,_dim_bolig,2010-2012,2024-2026,,,-3.94,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
440,_dim_bolig,2010-2012,2024-2026,,,-3.72,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
450,_dim_bolig,2010-2012,2024-2026,,,-3.88,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
461,_dim_bolig,2010-2012,2024-2026,,,-15.41,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
479,_dim_bolig,2010-2012,2024-2026,,,3.5,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
480,_dim_bolig,2010-2012,2024-2026,,,-0.62,stagneret,17,Danmarks Statistik,gennemsnit af 2 indikatorer
482,_dim_bolig,2010-2012,2024-2026,,,-4.09,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
492,_dim_bolig,2010-2012,2024-2026,,,-10.35,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
510,_dim_bolig,2010-2012,2024-2026,,,2.78,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
530,_dim_bolig,2010-2012,2024-2026,,,-5.76,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
540,_dim_bolig,2010-2012,2024-2026,,,6.44,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
550,_dim_bolig,2010-2012,2024-2026,,,5.02,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
561,_dim_bolig,2010-2012,2024-2026,,,-16.17,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
563,_dim_bolig,2010-2012,2024-2026,,,-9.99,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
573,_dim_bolig,2010-2012,2024-2026,,,-0.64,stagneret,17,Danmarks Statistik,gennemsnit af 2 indikatorer
575,_dim_bolig,2010-2012,2024-2026,,,1.87,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
580,_dim_bolig,2010-2012,2024-2026,,,7.95,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
607,_dim_bolig,2010-2012,2024-2026,,,2.04,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
615,_dim_bolig,2010-2012,2024-2026,,,0.37,stagneret,17,Danmarks Statistik,gennemsnit af 2 indikatorer
621,_dim_bolig,2010-2012,2024-2026,,,-9.54,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
630,_dim_bolig,2010-2012,2024-2026,,,7.75,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
657,_dim_bolig,2010-2012,2024-2026,,,-10.74,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
661,_dim_bolig,2010-2012,2024-2026,,,-6.3,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
665,_dim_bolig,2010-2012,2024-2026,,,-8.66,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
671,_dim_bolig,2010-2012,2024-2026,,,-2.97,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
706,_dim_bolig,2010-2012,2024-2026,,,-2.77,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
707,_dim_bolig,2010-2012,2024-2026,,,-3.1,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
710,_dim_bolig,2010-2012,2024-2026,,,-3.82,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
727,_dim_bolig,2010-2012,2024-2026,,,2.22,rigtig,17,Danmarks Statistik,gennemsnit af 2 indikatorer
730,_dim_bolig,2010-2012,2024-2026,,,-4.55,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
740,_dim_bolig,2010-2012,2024-2026,,,-6.49,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
741,_dim_bolig,2010-2012,2024-2026,,,-6.21,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
746,_dim_bolig,2010-2012,2024-2026,,,-2.34,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
751,_dim_bolig,2010-2012,2024-2026,,,-15.66,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
756,_dim_bolig,2010-2012,2024-2026,,,-5.12,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
760,_dim_bolig,2010-2012,2024-2026,,,0.26,stagneret,17,Danmarks Statistik,gennemsnit af 2 indikatorer
766,_dim_bolig,2010-2012,2024-2026,,,-4.71,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
773,_dim_bolig,2010-2012,2024-2026,,,-4.44,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
779,_dim_bolig,2010-2012,2024-2026,,,-6.41,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
787,_dim_bolig,2010-2012,2024-2026,,,-2.09,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
791,_dim_bolig,2010-2012,2024-2026,,,-7.68,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
810,_dim_bolig,2010-2012,2024-2026,,,-5.34,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
813,_dim_bolig,2010-2012,2024-2026,,,-13.96,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
820,_dim_bolig,2010-2012,2024-2026,,,-8.52,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
825,_dim_bolig,2010-2012,2024-2026,,,-9.39,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
840,_dim_bolig,2010-2012,2024-2026,,,-0.54,stagneret,17,Danmarks Statistik,gennemsnit af 2 indikatorer
846,_dim_bolig,2010-2012,2024-2026,,,-2.62,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
849,_dim_bolig,2010-2012,2024-2026,,,-9.05,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
851,_dim_bolig,2010-2012,2024-2026,,,-16.26,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
860,_dim_bolig,2010-2012,2024-2026,,,-5.08,forkert,17,Danmarks Statistik,gennemsnit af 2 indikatorer
101,_dim_demokrati,2011,2026,,,2.72,rigtig,5,Danmarks Statistik,gennemsnit af 2 indikatorer
147,_dim_demokrati,2011,2026,,,1.09,rigtig,5,Danmarks Statistik,gennemsnit af 2 indikatorer
151,_dim_demokrati,2011,2026,,,-8.16,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
153,_dim_demokrati,2011,2026,,,-11.66,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
155,_dim_demokrati,2011,2026,,,-2.38,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
157,_dim_demokrati,2011,2026,,,-0.32,stagneret,5,Danmarks Statistik,gennemsnit af 2 indikatorer
159,_dim_demokrati,2011,2026,,,-5.24,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
161,_dim_demokrati,2011,2026,,,-7.58,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
163,_dim_demokrati,2011,2026,,,-7.67,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
165,_dim_demokrati,2011,2026,,,-8.72,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
167,_dim_demokrati,2011,2026,,,-5.99,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
169,_dim_demokrati,2011,2026,,,-11.77,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
173,_dim_demokrati,2011,2026,,,-2.83,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
175,_dim_demokrati,2011,2026,,,-7.26,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
183,_dim_demokrati,2011,2026,,,-13.67,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
185,_dim_demokrati,2011,2026,,,-4.53,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
187,_dim_demokrati,2011,2026,,,-10.19,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
190,_dim_demokrati,2011,2026,,,-2.96,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
201,_dim_demokrati,2011,2026,,,-3.14,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
210,_dim_demokrati,2011,2026,,,-4.42,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
217,_dim_demokrati,2011,2026,,,-4.67,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
219,_dim_demokrati,2011,2026,,,-5.99,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
223,_dim_demokrati,2011,2026,,,-2.91,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
230,_dim_demokrati,2011,2026,,,-1.62,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
240,_dim_demokrati,2011,2026,,,-4.79,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
250,_dim_demokrati,2011,2026,,,-4.04,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
253,_dim_demokrati,2011,2026,,,-6.94,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
259,_dim_demokrati,2011,2026,,,-5.84,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
260,_dim_demokrati,2011,2026,,,-6.78,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
265,_dim_demokrati,2011,2026,,,-2.59,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
269,_dim_demokrati,2011,2026,,,-3.88,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
270,_dim_demokrati,2011,2026,,,-6.04,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
306,_dim_demokrati,2011,2026,,,-5.89,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
316,_dim_demokrati,2011,2026,,,-3.15,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
320,_dim_demokrati,2011,2026,,,-6.64,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
326,_dim_demokrati,2011,2026,,,-6.69,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
329,_dim_demokrati,2011,2026,,,-6.53,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
330,_dim_demokrati,2011,2026,,,-8.12,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
336,_dim_demokrati,2011,2026,,,-4.98,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
340,_dim_demokrati,2011,2026,,,-5.47,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
350,_dim_demokrati,2011,2026,,,-5.34,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
360,_dim_demokrati,2011,2026,,,-9.28,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
370,_dim_demokrati,2011,2026,,,-6.57,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
376,_dim_demokrati,2011,2026,,,-6.81,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
390,_dim_demokrati,2011,2026,,,-6.22,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
400,_dim_demokrati,2011,2026,,,-5.76,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
410,_dim_demokrati,2011,2026,,,-4.25,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
420,_dim_demokrati,2011,2026,,,-4.84,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
430,_dim_demokrati,2011,2026,,,-5.48,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
440,_dim_demokrati,2011,2026,,,-5.64,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
450,_dim_demokrati,2011,2026,,,-4.44,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
461,_dim_demokrati,2011,2026,,,-3.42,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
479,_dim_demokrati,2011,2026,,,-4.06,forkert,5,Danmarks Statistik,gennemsnit af 2 indikatorer
